
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.009720398841985436
fun_coils_simple#1 - J=1.5e-02, Jf=1.5e-02, ⟨B·n⟩=1.9e-02, C-C-Sep=0.14 Jf=1.5e-02, J_length=1.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.4e-08, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.0, 4.0, 4.0])=12.0, curvature=[3.4, 3.8, 4.0], mean squared curvature=[5.1, 5.3, 5.4]
 Quasisymmetry objective=0.004422377537162596
 aspect=6.007921793910708
 mean iota=0.41915602508029753

fun#238 - J=3.1e-02, Jf=4.6e-06, ⟨B·n⟩=2.9e-04, , C-C-Sep=0.10
Jf=4.6e-06, J_length=1.4e-06, J_CC=5.4e-08, J_CURVATURE=0.0e+00, J_MSC=9.5e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=1.0e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03999883508396658, 0.00031122486430163203, 0.0007844556363431816, -0.00044408588484168055, 0.0011635380106447487, 0.01574866815818592, 0.17238912087089497, -0.08530469860636457, -0.0013846752490723538, -0.00010021001663997633, 9.315535062848234e-06, 0.001684193848542888, 0.0054253394879825315, 0.028583929167409976, 0.024097377628719777, 0.0008593887314632556, -0.0005473947333339847, 6.684927293621147e-05, 0.0003575476638441194, 0.0019180897263054223, 0.004885684840168636, -0.002036992093316735, 0.00023793750268497765, 0.00029436634581268486, -0.043104407637494624, -0.002328875225299302, -0.0002534612958255097, -0.00013193543650531973, 0.0001759933384666663, 0.018360681800535444, 0.1905160490966108, 0.05306189778751834, 0.0017223083894053104, 7.043070414052033e-05, 8.492996856841877e-05, 0.002091862434020704, 0.007056348465950942, 0.02462400051318682, -0.012036906744022578, -0.0012168047549173206, 0.00037788673063380223, 3.0145849549038335e-06, 0.00028187020551891334, 0.000985217838394283, 0.002871485735613271, 9.161088252414863e-05, 0.0012341779345466306, -0.00018698199471874427
 Quasisymmetry objective=0.004372550093181671
 aspect=6.007731308126541
 mean iota=0.41914233863650413

fun#239 - J=3.0e-02, Jf=4.6e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.6e-06, J_length=1.4e-06, J_CC=6.4e-08, J_CURVATURE=0.0e+00, J_MSC=8.8e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=9.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.039767717031897284, 0.0003662579699237409, 0.0007631584331188875, -0.00043835420884600626, 0.0010982333118333444, 0.01580779567651401, 0.17225573036251463, -0.08524312978852353, -0.0012643691351395257, -0.00015021329946174447, 2.3641551720021333e-05, 0.0016573710853715446, 0.005379560073186049, 0.028533652895740266, 0.024133340047410638, 0.0008218231036481326, -0.0005140394628425371, 6.875210597411082e-05, 0.00035711557021602275, 0.0019231668627952684, 0.004912602603820498, -0.0020990098642486533, 0.00026094968698877474, 0.00028957164624186994, -0.04299295146882265, -0.0022731929272965553, -0.00025797679806313444, -0.0001340349363910567, 0.00010776508783945042, 0.018396707603066827, 0.19048742698819676, 0.05292816250588341, 0.0017792677804949915, 8.314373412343897e-05, 9.527270636289846e-05, 0.0020653399896734042, 0.007042403068692675, 0.024461294633141725, -0.011937458540240982, -0.0012052125556620177, 0.00037981109313441785, 7.5514833752575336e-06, 0.0002736052076753443, 0.000972363797446446, 0.0028902683078233277, 0.0001255675711398357, 0.0012202297851818826, -0.00017966840711922761
 Quasisymmetry objective=0.004347168821814152
 aspect=6.00896326215524
 mean iota=0.4190127403896555

fun#240 - J=3.0e-02, Jf=4.5e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.5e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=8.0e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.7e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.7], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.039618815792609396, 0.0003527441011834197, 0.0007555749219467217, -0.0004411127152645686, 0.001087400064323022, 0.015852911594592206, 0.1721224477034631, -0.08524755871113235, -0.0012250671571193508, -0.00014356172712211152, 2.1976792438199736e-05, 0.001640803041984985, 0.00535270880620663, 0.02862073836597486, 0.024055492913201647, 0.0008550350813784236, -0.0005327227498683606, 7.105945574281733e-05, 0.00035303784731211777, 0.0019040874785702508, 0.0049309447115778, -0.0021027676100504314, 0.00027878686166987515, 0.0002900454981805812, -0.04290856807832603, -0.0021615725388155617, -0.0002485267954729567, -0.00013973791480822033, 9.610305310855768e-05, 0.01842190104571456, 0.19057949081783765, 0.05294665749416507, 0.0017757110069428694, 7.740610173562299e-05, 9.99810802772476e-05, 0.00205616706661138, 0.006998928925477518, 0.024452760905769318, -0.011912267427249008, -0.0011614127869552066, 0.00038775027014245183, 7.813638313814595e-06, 0.00026509826853072605, 0.000959041261045998, 0.00291515454009056, 7.841016177980307e-05, 0.001238189769323265, -0.00018465591424133012
 Quasisymmetry objective=0.004351973874166495
 aspect=6.009356520209327
 mean iota=0.41917720049702606

fun#241 - J=3.0e-02, Jf=4.5e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.5e-06, J_length=1.4e-06, J_CC=6.0e-08, J_CURVATURE=0.0e+00, J_MSC=8.3e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.3e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.1, 3.8, 3.7], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.039290559690240916, 0.00036433228223135014, 0.0007439785471885495, -0.00043096348808080464, 0.0010044549581681344, 0.015878920978851505, 0.17222714905018022, -0.08528820763970987, -0.0011365458908190107, -0.00017400082669747832, 2.9372874908030074e-05, 0.001634142689659949, 0.00530605231489339, 0.02866097597119149, 0.02402827487953966, 0.0008356397692838527, -0.0005293991157400892, 7.381991560557245e-05, 0.0003562576012396126, 0.0018696170530751641, 0.004952795425767983, -0.002105411644248715, 0.00029319646555742753, 0.0002910106526974647, -0.0428302716421515, -0.002144729521529976, -0.0002546613294633842, -0.00013299887782834837, 5.123377084523374e-05, 0.018368251045328687, 0.19067544791797475, 0.05305024634769321, 0.001781716230545642, 6.80032236074627e-05, 0.00011132593535703204, 0.002049571451998672, 0.0070148324512617774, 0.024454827558722376, -0.01191779074436676, -0.001141044352056611, 0.0003932384994890776, 7.646922062412835e-06, 0.0002624850164448107, 0.0009297629356857314, 0.0029051444318284945, 3.509195829465254e-05, 0.0012379263356047372, -0.00017704658430561457
 Quasisymmetry objective=0.004354433962653911
 aspect=6.00682846122896
 mean iota=0.41934014167697564

fun#242 - J=2.9e-02, Jf=4.5e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.5e-06, J_length=1.4e-06, J_CC=5.5e-08, J_CURVATURE=0.0e+00, J_MSC=7.7e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.3e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.1, 3.8, 3.7], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03907279216510635, 0.0003981806369918323, 0.0007220907187917024, -0.00042867543636605445, 0.001000405245553469, 0.015817303169126225, 0.17232895054341954, -0.08527770911617785, -0.0011391603807175991, -0.0001745529719365224, 3.0634844356557374e-05, 0.0016057151947872499, 0.005321974417329197, 0.028655478332880787, 0.024035094758680042, 0.0008431590192631304, -0.000527097971917916, 7.608278529373882e-05, 0.0003522327497992646, 0.001862892101024039, 0.004958085902476708, -0.002133134992627746, 0.0002946270864435426, 0.0002878027758302143, -0.0428403789286318, -0.002148902136965827, -0.0002559272722891737, -0.00013722211333017524, 2.6726080570048498e-05, 0.01829925242840591, 0.19064075021482332, 0.05314536900697987, 0.0017767862975355867, 7.13162059723509e-05, 0.00011864430572708694, 0.002029314563673894, 0.007040917583823546, 0.02441974803960022, -0.01193509602533701, -0.0011317377247321704, 0.00039274376856272505, 1.0394043931363852e-05, 0.0002584017472433582, 0.0009413336183657368, 0.002890086605750084, 6.671107986708992e-05, 0.001233187972942824, -0.00017661106416048754
 Quasisymmetry objective=0.004315380143706558
 aspect=6.006985206677252
 mean iota=0.4194046180660124

fun#243 - J=2.9e-02, Jf=4.4e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.4e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=6.7e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.8e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.7], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03883038119207044, 0.0003473489352427202, 0.0007033812416696078, -0.00043061200687649317, 0.0009663420797184949, 0.01581703146110526, 0.17229930722797004, -0.08529254439271654, -0.0010677416875272483, -0.00017454439469327313, 3.328976735050708e-05, 0.0015865258505587303, 0.005298503844611327, 0.028617841695986315, 0.024038295773982074, 0.0008235654624370295, -0.0005312443105842279, 7.7618922115665e-05, 0.0003508515147179657, 0.0018531543385822522, 0.004941775106630103, -0.0021290560971867077, 0.00031951087867431707, 0.0002868344731098132, -0.042769730806413865, -0.002135851610308472, -0.00025851321330586286, -0.00014620741679580794, 3.3796967804224795e-06, 0.018297531223833593, 0.19065227672672147, 0.053144754874855996, 0.0017734136295776057, 7.406125157746323e-05, 0.00012179309097291413, 0.002010940861399019, 0.007046929899809521, 0.02436752461966334, -0.011882417839528396, -0.001097047863466562, 0.0003972016625817433, 1.1476927695319552e-05, 0.00025396390814695917, 0.0009493789071989511, 0.002899108573760785, 7.161377880048247e-05, 0.0012311616374929709, -0.00017516286151826848
 Quasisymmetry objective=0.00430839161036818
 aspect=6.007256258144419
 mean iota=0.41945972390097047

fun#244 - J=2.9e-02, Jf=4.4e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.4e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=6.7e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.9e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03862313770298911, 0.0003516344955653085, 0.0006628028086038494, -0.0004372185165167435, 0.000951868590602267, 0.015787998362533737, 0.1723887466522331, -0.08532056499866676, -0.0010194725408180774, -0.00018036289796495632, 3.525029244447618e-05, 0.0015617364565927898, 0.005300667447888375, 0.02863815097490642, 0.024034380300140275, 0.0007750926653361695, -0.0004975665284743736, 8.032278961611496e-05, 0.0003402882963747087, 0.0018176271395645184, 0.004955113170216657, -0.0021337038543813905, 0.00034381807465804203, 0.00027261787605035596, -0.04269839724338755, -0.002162546551153639, -0.00025863402313397097, -0.00016786095563005464, -3.523278453316566e-05, 0.018278677152110893, 0.19058958457228076, 0.05316190061657022, 0.0017841906443792639, 8.677096815454901e-05, 0.00012257542049917575, 0.0020102479479845335, 0.0070596909801996875, 0.02427944223038243, -0.011833844432615552, -0.0010972592522010718, 0.0004098502858838896, 1.4609890503413286e-05, 0.0002490323955664003, 0.000923834633388611, 0.002868492442091376, 4.625646784985841e-05, 0.0012373286326429304, -0.00017164134531629907
 Quasisymmetry objective=0.004308327462219091
 aspect=6.0069460401650625
 mean iota=0.41970758996077534

fun#245 - J=2.9e-02, Jf=4.3e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=7.0e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=1.0e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.1, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03850174971200651, 0.0002854510757309904, 0.000633533236512097, -0.00044207532811982894, 0.0009377131227571278, 0.015849004539865867, 0.17231768676340062, -0.08534883099836224, -0.0009559540040146074, -0.0001692980859710571, 3.118723873252278e-05, 0.001538702755404899, 0.0052754512250269515, 0.028690479571449483, 0.02395917951808857, 0.0007575044087584182, -0.0005131051747553158, 8.134901738781155e-05, 0.00033236127639974124, 0.001782946539694322, 0.005029245688009125, -0.002152322629244887, 0.00038541667415505266, 0.0002795233171175896, -0.04256754459745759, -0.0021672702750082755, -0.0002491143867915506, -0.00018307008114066149, -6.590025673460751e-05, 0.018266027108372492, 0.19056173537986848, 0.053106886934618104, 0.001751675578086364, 8.79746602119551e-05, 0.00011520329689516351, 0.001996786106491825, 0.007059461809297138, 0.02424591555035098, -0.011772343921447142, -0.0010206076541367998, 0.0004140546626907074, 1.6231312407968067e-05, 0.00024963282142522977, 0.0009062711265896859, 0.0029252666669693787, -1.5266492110796163e-05, 0.0012509199945513916, -0.00017388979143065968
 Quasisymmetry objective=0.004334752690320246
 aspect=6.007683039559789
 mean iota=0.41985762786519076

fun#246 - J=2.8e-02, Jf=4.3e-06, ⟨B·n⟩=2.8e-04, , C-C-Sep=0.10
Jf=4.3e-06, J_length=1.4e-06, J_CC=4.2e-08, J_CURVATURE=0.0e+00, J_MSC=6.8e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.9e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.1, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.038469547091619385, 0.00032087781088115705, 0.0006326886292760467, -0.00045036510711455257, 0.0009154752843405088, 0.015816608220641806, 0.17230161125156684, -0.08530233140599953, -0.0009450370637969522, -0.0001822955768102034, 2.9943883090719895e-05, 0.001533588289025639, 0.005277980196306856, 0.028675883146988265, 0.02396897596086228, 0.0007283462833260976, -0.0005042006588896996, 8.723246854380919e-05, 0.00033023194305358407, 0.001765347969118621, 0.0050620319426358685, -0.0021944758286623046, 0.0004185694039116807, 0.0002764889421834558, -0.04245506444760205, -0.002171888613861876, -0.0002616685560039073, -0.00018975199345068092, -8.611435095608651e-05, 0.018241995453436348, 0.1904967098761864, 0.053057902797102006, 0.001744767341168896, 9.702551326695329e-05, 0.00011773194936847358, 0.0019897959155284984, 0.007053567121951185, 0.02415505552100331, -0.011723103384491439, -0.0009950678347526577, 0.00041691423886841496, 1.9134613393621883e-05, 0.0002487604518880397, 0.0008933681349455028, 0.0029321509159355936, -2.421791885347697e-05, 0.001244821607716199, -0.00017002062064899018
 Quasisymmetry objective=0.0043708280222202155
 aspect=6.0084969665114425
 mean iota=0.4198163750056054

fun#247 - J=2.8e-02, Jf=4.2e-06, ⟨B·n⟩=2.7e-04, , C-C-Sep=0.10
Jf=4.2e-06, J_length=1.4e-06, J_CC=4.0e-08, J_CURVATURE=0.0e+00, J_MSC=4.8e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.5e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03847236684482157, 0.00027253181679171495, 0.0006250983194400545, -0.00045484041183807767, 0.0009376004884170703, 0.015785781169264983, 0.17232005505275289, -0.0853130075847966, -0.0009311327471108221, -0.00017708063709110113, 3.124676442031468e-05, 0.0015339279158631228, 0.005263590774483936, 0.02868728116357794, 0.023931796015798586, 0.0007271616219588335, -0.0005098257380062449, 8.947578756878004e-05, 0.0003261121624561537, 0.0017738453976578505, 0.005045650831866126, -0.0021816924257755037, 0.00042942810189430114, 0.00027853987055143276, -0.04240231823943846, -0.002159444929979343, -0.0002636187902136567, -0.0001921809030302143, -9.159529090180271e-05, 0.01825357911813461, 0.1904860016806933, 0.05306302686178624, 0.001729669762414819, 9.047146807290519e-05, 0.00011854302760120044, 0.001981263767335503, 0.0070291015719103865, 0.02413887359444413, -0.011697222922745791, -0.000977633806909487, 0.000423353975072866, 1.939261824059294e-05, 0.0002448623317649398, 0.0008982330008205962, 0.0029563168654488784, -4.041529433006405e-05, 0.0012486000890737554, -0.00016763309547555678
 Quasisymmetry objective=0.004406202069862036
 aspect=6.00823479635542
 mean iota=0.41979229983841715

fun#248 - J=2.8e-02, Jf=4.2e-06, ⟨B·n⟩=2.7e-04, , C-C-Sep=0.10
Jf=4.2e-06, J_length=1.4e-06, J_CC=4.0e-08, J_CURVATURE=0.0e+00, J_MSC=5.9e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=8.5e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.6], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.038419173371305786, 0.0002376721625146286, 0.0006077473720168147, -0.0004507806724431299, 0.0009532152084747295, 0.0158093346536952, 0.17248198617819135, -0.0853524762099905, -0.0009083650899523359, -0.00017266184654103527, 2.531910900884853e-05, 0.0015158914697217338, 0.005270574017396511, 0.028607099170504937, 0.02394125213823339, 0.0007330880164611141, -0.0005155735111081014, 8.829834768050333e-05, 0.0003171773940386533, 0.0017560083711908568, 0.00501971499144793, -0.0021817026174513247, 0.00044532020348298553, 0.00028305653065490967, -0.042458814142782984, -0.002151698481134276, -0.0002655293795120654, -0.00020552688579972533, -0.00014235324450768337, 0.018162576260589862, 0.1904625014770504, 0.05309328832486878, 0.0017000897483634542, 8.641857944461871e-05, 0.0001151210016054166, 0.001957957229677863, 0.007024380567567268, 0.02410275849905831, -0.011672759328404787, -0.0009434935694031827, 0.0004310995216372209, 1.717885364803282e-05, 0.00024067316257525619, 0.0008895997227988905, 0.0029556807216364308, -1.9958626933346062e-05, 0.0012574254093865147, -0.00017092521605951505
 Quasisymmetry objective=0.004423854691164627
 aspect=6.006386264943809
 mean iota=0.4198691163047146

fun#249 - J=2.7e-02, Jf=4.1e-06, ⟨B·n⟩=2.7e-04, , C-C-Sep=0.10
Jf=4.1e-06, J_length=1.4e-06, J_CC=2.9e-08, J_CURVATURE=0.0e+00, J_MSC=4.4e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=7.2e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.8, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03847108491181271, 0.0001686129232264983, 0.0005967022032316225, -0.00043227012201209716, 0.0009795608452786203, 0.015804662635054742, 0.1724559920695228, -0.08532543003313797, -0.0008988172417889173, -0.00017082493657760811, 1.917388708838261e-05, 0.0014966192110057602, 0.005268636460758302, 0.028610176004529534, 0.023883832405327113, 0.000784472348407707, -0.0005348595181992419, 8.397530645459524e-05, 0.00031165805295691357, 0.0017504538825773813, 0.00499255528436671, -0.0021778731782024466, 0.0004616418254674916, 0.0002895820787210201, -0.04242388602869656, -0.0020899080683482755, -0.0002586823734594297, -0.00021054588623595742, -0.00017728441230511476, 0.01817910015724467, 0.19048265647237506, 0.05310039225168409, 0.0016782744576010202, 5.705877329111011e-05, 0.00011770152606038616, 0.0019318143095831324, 0.006981840394490205, 0.024051064874882754, -0.011632974800214774, -0.0008913129496878561, 0.00044435858762619223, 1.3487173428838007e-05, 0.0002336179335528083, 0.0008929368222418748, 0.0029742308420082713, -3.65616931981721e-05, 0.0012785236911862943, -0.00017954598041760407
 Quasisymmetry objective=0.004445970764292678
 aspect=6.006166697187322
 mean iota=0.41984937548033113

fun#250 - J=2.7e-02, Jf=4.1e-06, ⟨B·n⟩=2.7e-04, , C-C-Sep=0.10
Jf=4.1e-06, J_length=1.4e-06, J_CC=3.6e-08, J_CURVATURE=0.0e+00, J_MSC=5.1e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=5.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.9, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.0384676153237862, 0.00015486818891706833, 0.0005847907773043388, -0.00043045632139094447, 0.0009657441185427631, 0.015805541144723434, 0.17246783431639676, -0.08533882573636481, -0.0008584181453130347, -0.00017210290403149508, 2.579483967437549e-05, 0.001473778959426379, 0.005303611762275258, 0.02862887521130463, 0.023838352646011196, 0.0007913636076073314, -0.000547935487379976, 8.432598258270088e-05, 0.0002976367176082545, 0.0017460176152734007, 0.005010193351712284, -0.002187995796199835, 0.00047263294660975397, 0.0002991132063678643, -0.042459938895396274, -0.0020868072400240553, -0.0002588434034425162, -0.00021042393161606034, -0.0002297359083235729, 0.01811269244144098, 0.19045158581595512, 0.053142592018802316, 0.0016545709321791658, 3.559138852195662e-05, 0.00012639512637050825, 0.0019001954277884496, 0.006978790787622553, 0.024038696234185402, -0.01163695153052362, -0.0008596561979389888, 0.0004607096091404043, 1.2753294218361108e-05, 0.00021724171695577114, 0.0008932936199553413, 0.002971360310619619, -2.141818703229933e-05, 0.0012869316334767809, -0.00018576632325939803
 Quasisymmetry objective=0.004495625421646761
 aspect=6.007091003033791
 mean iota=0.41992057776375774

fun#251 - J=2.7e-02, Jf=4.0e-06, ⟨B·n⟩=2.7e-04, , C-C-Sep=0.10
Jf=4.0e-06, J_length=1.4e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=4.2e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=4.9e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.9, 3.9, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.03847396624168504, 0.00010724441634740236, 0.0005888431313137635, -0.000427729605398144, 0.0009648519624351399, 0.015785382252912702, 0.1724830098804517, -0.08527550564840872, -0.0008597273792278078, -0.00017839499901004834, 2.2031208110141248e-05, 0.0014545170114950061, 0.00525503364536365, 0.028669706338752817, 0.023781430776818383, 0.0008040781545975743, -0.0005676801113785597, 8.545250216085689e-05, 0.0002925797101162562, 0.0017432108011793176, 0.005017196225212763, -0.0021930016720243584, 0.0005142899732598897, 0.0003095113702898754, -0.04240441983007116, -0.0020090486916317604, -0.00025657548446960743, -0.0002151590931785394, -0.00022875795049042197, 0.018068943982512815, 0.19031029878750846, 0.05313651970672107, 0.0016097516253038109, 3.1320935043858156e-05, 0.00013333926171806034, 0.0018986767485415798, 0.006901665973608469, 0.02398610058275193, -0.011573155668012201, -0.0007994447389887461, 0.00048189669420629813, 1.205766697597593e-05, 0.0002056671520783487, 0.0008865853539940592, 0.003008751052008342, -4.037576180584409e-05, 0.0012981439660684076, -0.00019485758415367977
 Quasisymmetry objective=0.004495451023892354
 aspect=6.008702735889293
 mean iota=0.41980106743965423

fun#252 - J=2.7e-02, Jf=4.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.10
Jf=4.0e-06, J_length=1.4e-06, J_CC=3.5e-08, J_CURVATURE=0.0e+00, J_MSC=5.0e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=4.8e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.9, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.038448380916765106, 7.08680035127885e-05, 0.0005810716146123986, -0.0004260139156118386, 0.0009456337283162568, 0.015843362381610944, 0.17246750142352274, -0.08523289539025178, -0.0008578628380297457, -0.00019096301192487777, 2.420540043093953e-05, 0.0014344769238863824, 0.0052267245223448465, 0.02870387407273898, 0.023736820072133825, 0.0008425141615196569, -0.0005704144746659318, 8.524721498542115e-05, 0.000282139011047953, 0.0017439575383633753, 0.005037197948959852, -0.0021908028270839135, 0.0005306004672734087, 0.0003113337632667749, -0.042464726919285364, -0.001965138371135226, -0.0002612531444118574, -0.00022012910164027322, -0.00025624192354942193, 0.01802712138970234, 0.19028596482982096, 0.053128975243259956, 0.0016232936009850307, 3.3137281891782226e-05, 0.00013596498799174275, 0.0018888814209874882, 0.006860993575901344, 0.023953278745939135, -0.011499786205075871, -0.0007748570574714227, 0.00048171299215265503, 1.240544923292857e-05, 0.00019558352404149335, 0.0008761428485807368, 0.0030049506388055633, -6.143080986118323e-05, 0.0013066981182274222, -0.0001947635338675766
 Quasisymmetry objective=0.004485294691977118
 aspect=6.008541451458487
 mean iota=0.4197705250641421

fun#253 - J=2.6e-02, Jf=3.9e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.10
Jf=3.9e-06, J_length=1.4e-06, J_CC=3.9e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=5.0e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[4.0, 3.9, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.0384598811674895, 6.537067259720362e-05, 0.000561457870110156, -0.0004238082147267202, 0.0008992823497183248, 0.015914429949373865, 0.17247614067849754, -0.08526651733367324, -0.0008504666775755769, -0.00020429975873650333, 2.9817657143509204e-05, 0.001391508091999821, 0.00521278852953633, 0.02871356475098706, 0.023685813940292646, 0.0008825357250991188, -0.0005800054370312865, 8.875704182935135e-05, 0.0002743552988600082, 0.001732296773575732, 0.005028045890421182, -0.0021660021275618636, 0.0005356401080815073, 0.0003213267453878827, -0.04254894902225206, -0.0018781958148597908, -0.00026274875511046443, -0.00021585976768583598, -0.00027101991370921945, 0.01802257042339288, 0.19031936303917743, 0.053093909604557524, 0.0016533553098715607, 2.720710564084083e-05, 0.000145149350728845, 0.0018730051672063513, 0.006832026523333694, 0.023971412427691706, -0.011416966265836166, -0.0007388190328990873, 0.0004852110075705178, 1.3795966614789893e-05, 0.00018386810201055545, 0.0008678165861355721, 0.0029965606232505455, -4.854382700907331e-05, 0.0013110042218436911, -0.00019484876191621975
 Quasisymmetry objective=0.0045301055772562025
 aspect=6.00671461114568
 mean iota=0.4196114412473487

fun#254 - J=2.6e-02, Jf=3.9e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.10
Jf=3.9e-06, J_length=1.4e-06, J_CC=3.7e-08, J_CURVATURE=0.0e+00, J_MSC=5.4e-08, J_ALS=3.2e-07, J_LENGTH_PENALTY=3.7e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[3.9, 3.9, 3.5], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.038393971761210385, 1.1349540094040986e-05, 0.0005296102626363824, -0.0004016997022603516, 0.0008605224501497532, 0.015968542861116625, 0.1725419129702817, -0.0853002807871937, -0.0008316581104929978, -0.00021198806609946968, 3.66528312459814e-05, 0.0013633617296345592, 0.0052010055663351245, 0.028741106801142488, 0.02362841694897117, 0.0009029057837165224, -0.0006051556688090071, 8.693592402642584e-05, 0.000272512340472915, 0.0016917352908352669, 0.005039206026199817, -0.002158737974295269, 0.0005616085825472736, 0.0003333506478182923, -0.04271931931411734, -0.001803395935421991, -0.00027124441854698924, -0.00020109801429202877, -0.0002681140375179157, 0.017964988843302065, 0.1902478951176359, 0.053083119431890445, 0.001655999318515796, 3.416301785684325e-05, 0.00015314879997808072, 0.0018384063770621399, 0.006794960704058276, 0.023945900321163806, -0.011362004766545107, -0.0006882122987746965, 0.0004928400831369888, 1.1954287060230476e-05, 0.00017811248296200298, 0.000872666744398966, 0.003013419132610744, -6.446842851798076e-05, 0.001313623400084384, -0.00019691580657724538
 Quasisymmetry objective=0.004575332334650845
 aspect=6.006409354698822
 mean iota=0.4196295220814894

