
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
 aspect=7.022586949374785
 mean iota=0.3937399268958714

fun#86 - J=9.9e-02, Jf=1.7e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-07, J_ALS=3.1e-07, J_LENGTH_PENALTY=5.6e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.6, 9.9, 4.1, 8.1, 8.5], mean squared curvature=[10.0, 5.3, 3.6, 3.9, 10.0, 10.1]
 surface dofs=0.18957691680099478, -0.18569038781355704, 0.0009300849438098138, 0.0016956898032814225, -0.0030812299018028004, -0.038182066082812896, 0.1282155939628986, 0.004949542435108413, 0.0690466312381984, -0.001787678737374771, -0.0008244982465304813, 0.00496150109392824, 0.002223914286451789, -0.0134585358369408, 0.004089599293914888, -0.009432671867916376, -0.004017942247082262, 0.0007384648929142365, -0.0018333223312371305, 0.0005799168753647338, -0.0016443509462768285, -0.0021077646590761463, -0.00111684515036697, 0.00021044921789040993, -0.2413708417586807, 0.15762772594893673, 0.0025848437686949955, 0.0010596177458587466, -0.005648049825364835, -0.04578074220587055, 0.15628382760218149, 0.025285858195379797, -0.0595989733686695, 0.001235221408335018, -0.0005203100142552966, 0.0031949339055478095, -0.0020030203398821167, -0.021093104248587125, -0.013963913716488871, -0.0034556768121162427, 0.0031448882882064385, 0.0008581655942762493, -0.001710238130501476, 0.0014246612358911053, 0.0017918118935788359, 0.0017242508161384971, 0.003036956213067967, 0.0002361067350160364
 aspect=7.0218139310966965
 mean iota=0.3932605035710726

fun#87 - J=9.8e-02, Jf=1.7e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-08, J_MSC=2.8e-07, J_ALS=3.1e-07, J_LENGTH_PENALTY=5.5e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.5, 10.2, 4.5, 8.1, 8.4], mean squared curvature=[10.0, 5.4, 3.6, 3.9, 10.0, 10.1]
 surface dofs=0.18968650593526146, -0.18508215684595875, 0.0010117576198879774, 0.0016997101900303791, -0.003069728317380875, -0.03809457917400614, 0.12820765216689184, 0.005163537035950743, 0.06900396139302782, -0.0017174254498332861, -0.0008502556125841054, 0.005011427550509543, 0.00227612653337014, -0.013541932216431022, 0.004120836846998015, -0.009400221341270417, -0.00395378821517448, 0.0007308892333016677, -0.0018053244537471651, 0.0005415203834256971, -0.0016574912568406203, -0.0021635599541390558, -0.0011403249120456275, 0.0002087097853520758, -0.24137603719289033, 0.15726114549765294, 0.0027160466932622386, 0.0010925179127424583, -0.005573081851954292, -0.04583549536573048, 0.1561505003690139, 0.02522454959944529, -0.059492712938988807, 0.0012017990167864558, -0.0005683489414365201, 0.0032698479138708668, -0.0019516387647118556, -0.0212681535724403, -0.013862947340803533, -0.003446835063135391, 0.0031014703365086346, 0.0008458525821531582, -0.0016655719417332253, 0.0013728147855849916, 0.0017027574835961528, 0.001788140811368384, 0.003096997499687254, 0.0002046367577145092
 aspect=7.020355649048873
 mean iota=0.39261922342198285

fun#88 - J=9.8e-02, Jf=1.7e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.7e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.3e-14, J_MSC=2.6e-07, J_ALS=3.1e-07, J_LENGTH_PENALTY=5.7e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.4, 10.0, 4.9, 8.1, 8.4], mean squared curvature=[10.0, 5.4, 3.6, 3.9, 10.0, 10.1]
 surface dofs=0.18977429355849182, -0.18456462837940257, 0.0010952345683183451, 0.0016938651690131614, -0.0030637764241618973, -0.03803399871915734, 0.12820815495085341, 0.005323300945976448, 0.06897023675888629, -0.001649849320630323, -0.00086625072004206, 0.005024163779454243, 0.0022920222238909604, -0.013634967640067424, 0.0041399081620926365, -0.009375462565379966, -0.003899358514057744, 0.0007207971328739453, -0.0017778640184923195, 0.0005139014560473857, -0.0016615462792178408, -0.0022136994263578388, -0.0011428219857253625, 0.00019584244034366501, -0.24136895401279604, 0.1569667017106988, 0.0028119785710806686, 0.0011019334347168914, -0.005504780576222978, -0.045863158227757765, 0.15602099960341245, 0.025171348403653218, -0.05940936831304723, 0.0011682967373301421, -0.0005986716282103685, 0.0033044155043291217, -0.0019472653147858147, -0.021380302689015303, -0.013738624299978526, -0.0034353422759625346, 0.003037605002295549, 0.0008341098525301093, -0.001622483491426388, 0.0013476996261422732, 0.0016359576597543108, 0.0018329347195147198, 0.0031278863953913705, 0.00017043524904539136
 aspect=7.019527512612341
 mean iota=0.3921578805853363

fun#89 - J=9.7e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-09, J_MSC=2.7e-07, J_ALS=3.1e-07, J_LENGTH_PENALTY=5.7e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.3, 10.1, 5.5, 8.1, 8.4], mean squared curvature=[10.0, 5.4, 3.7, 4.0, 10.0, 10.1]
 surface dofs=0.18989304110192215, -0.1840377295432545, 0.0012015911904639527, 0.0017036714609866132, -0.003032810550717543, -0.03796668491862645, 0.1281702244961593, 0.005478949838736455, 0.06893443607101458, -0.0016078467273627987, -0.0008828945309875835, 0.0050617310869850675, 0.002279018343307611, -0.013723771690254067, 0.0041836880755676395, -0.009311163323191565, -0.0038330735557943274, 0.0007244109494386893, -0.0017903214861846573, 0.0005230062247528334, -0.0016950365761285615, -0.002192261385291916, -0.0011073212512077988, 0.0002251209921625399, -0.24131607217622292, 0.15667089396672107, 0.002868017323214407, 0.0011212521331847153, -0.005439417491595552, -0.04589212065394742, 0.15589922155335728, 0.02513457976294723, -0.05935532257807227, 0.0011305948020306357, -0.0006385496453153058, 0.0033807695744491836, -0.001992445732776095, -0.021493075100901704, -0.013617938631841726, -0.0034417728032560585, 0.002981238963052936, 0.0008358066056237029, -0.0016147092127548586, 0.0013327341963010953, 0.0016328153603809988, 0.0018836353570527537, 0.0031222989072691725, 0.00013652296427418077
 aspect=7.020171722492465
 mean iota=0.3915733578388006

fun#90 - J=9.7e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.6e-10, J_MSC=2.5e-07, J_ALS=3.2e-07, J_LENGTH_PENALTY=5.9e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.2, 10.0, 6.3, 8.1, 8.5], mean squared curvature=[10.0, 5.4, 3.7, 4.0, 10.0, 10.1]
 surface dofs=0.19002372278834492, -0.1834048756575842, 0.0013110599145080898, 0.0016901288005517117, -0.003015725023212475, -0.03789478791466494, 0.1281906273252388, 0.005649900689824484, 0.06892565852144038, -0.0015401530241531357, -0.0008726957268394708, 0.0050835694887718785, 0.0022501707047405104, -0.013809838986568413, 0.004193193915073362, -0.0092420646161772, -0.0037738192748190485, 0.0007164327406764937, -0.00178429647990536, 0.0005585523543975945, -0.0017313990949909006, -0.0021631172953190535, -0.0011227575904134365, 0.00023482093569435596, -0.2412348526939604, 0.1563148564518786, 0.0029234659260424173, 0.0011408002302762722, -0.005378590406611241, -0.045901131506935276, 0.15577966593646606, 0.02508187839163628, -0.05929388247873589, 0.0010789954248155548, -0.0006491820330975511, 0.003437215607398598, -0.0020724416584550934, -0.021597281062956504, -0.013444623600249051, -0.003517688258849895, 0.002894950689772331, 0.0008274863951531171, -0.0015916982754536702, 0.0013722391944449438, 0.0015895408358291949, 0.0018923018002149116, 0.0031281186910978353, 6.623722806146131e-05
 aspect=7.01891432821365
 mean iota=0.3908666524400673

fun#91 - J=9.6e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-07, J_ALS=3.2e-07, J_LENGTH_PENALTY=6.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.1, 5.2, 10.0, 7.1, 8.1, 8.6], mean squared curvature=[10.0, 5.4, 3.6, 4.1, 10.0, 10.1]
 surface dofs=0.19012360690726562, -0.1828543528118677, 0.0013796263995898466, 0.0016758063319801209, -0.0029958521571765376, -0.03782988806704737, 0.1281949428563713, 0.005817273978313521, 0.06891445806674566, -0.001478214576374975, -0.0008699298415325541, 0.005149469575312606, 0.0022442733217105455, -0.013840253510105732, 0.004233223630914948, -0.009127834052902623, -0.003704283020597667, 0.0007142232527486367, -0.001782365385881142, 0.0006086700360190807, -0.0017980032338457727, -0.002148875031468597, -0.001170136247021108, 0.00025001489173077034, -0.24114620574720227, 0.15597862527002784, 0.002970182137382667, 0.0011609274510837352, -0.005320360670477589, -0.04589557503764167, 0.15573019701567534, 0.025070243382140686, -0.05926325759489519, 0.001025026534141432, -0.0006710570812982858, 0.003543040780536192, -0.0021316452095518005, -0.02172787754271498, -0.013313601053910449, -0.0036052560858667775, 0.002861173402271722, 0.0008215484655547435, -0.001576111438952174, 0.0014024551503733632, 0.0015050728902888878, 0.0019064182964738268, 0.0032025045188317403, 2.0730409232414177e-05
 aspect=7.01779243085886
 mean iota=0.39020602124002346

fun#92 - J=9.6e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=9.8e-11, J_MSC=2.5e-07, J_ALS=3.2e-07, J_LENGTH_PENALTY=6.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.3, 10.0, 8.0, 8.1, 8.6], mean squared curvature=[10.0, 5.4, 3.7, 4.1, 10.0, 10.1]
 surface dofs=0.19015954749083513, -0.1821530313654287, 0.001465710634922085, 0.0016891838300245312, -0.0029683602939685376, -0.03771579956675905, 0.1281949105775937, 0.006032651460219817, 0.06888431960251974, -0.0014446823597054955, -0.0008484353802062848, 0.00518196417339216, 0.0022539524769657716, -0.013861209433103865, 0.004241194890280938, -0.009040343093974989, -0.0036627524503918198, 0.0007179974546686238, -0.0017609037782850261, 0.0006177843336735624, -0.0018624227168120987, -0.0021597230358859822, -0.0012249097089411787, 0.00022986190898779794, -0.24099457145454636, 0.1555663465339079, 0.0030482086048678803, 0.0012238712724037606, -0.005284520260302685, -0.04594482366674944, 0.15565186946989062, 0.02498997922809871, -0.05920193808869307, 0.0010197931533087292, -0.0006716612599385765, 0.0036017979637799707, -0.0021965676951771077, -0.021738456749428037, -0.013228986493456066, -0.003651435713307782, 0.002838474539028749, 0.0008140006063376185, -0.0015399420835289206, 0.0013640182703020213, 0.0014135751195170816, 0.0019072403978460182, 0.0032656661538184297, -2.520094144731544e-06
 aspect=7.01850162868128
 mean iota=0.3894713114693343

fun#93 - J=9.5e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-08, J_MSC=1.9e-07, J_ALS=3.3e-07, J_LENGTH_PENALTY=6.5e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.4, 10.2, 8.8, 8.1, 8.5], mean squared curvature=[10.0, 5.5, 3.6, 4.1, 10.0, 10.1]
 surface dofs=0.19011644277593295, -0.1814309954176381, 0.001542036903462146, 0.0017295348501452255, -0.002932849401713219, -0.03758724430771013, 0.1282139557145168, 0.006141563045836839, 0.06883670061135555, -0.0014821916883998975, -0.0008311342946918502, 0.005207877404255267, 0.0022387350546005324, -0.013876383958893032, 0.004150507788712418, -0.00904187180952401, -0.0036757659265398575, 0.0007279854175999649, -0.0017489628994360547, 0.0005743013053257094, -0.0019618989734467244, -0.0021921115910149883, -0.001285340268125968, 0.00021310239426310822, -0.24078919351873326, 0.15519845234071772, 0.0031014981110876532, 0.0012883691068649838, -0.005274967326751001, -0.04598434880823129, 0.1555926853025618, 0.02487656296898755, -0.059183046756814114, 0.0010594956571840133, -0.0006661659397962756, 0.003628592574667432, -0.0022750993305215897, -0.02174286507815551, -0.013268708141885948, -0.0036271070970392075, 0.0028792706495750016, 0.000820297130718791, -0.001514823631510372, 0.0012635589039568177, 0.0013457698359364285, 0.0019427197712409167, 0.0033515524944573603, 1.6849978629367106e-05
 aspect=7.020109993224504
 mean iota=0.3889179536449265

fun#94 - J=9.5e-02, Jf=1.6e-05, ⟨B·n⟩=3.6e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=3.3e-07, J_LENGTH_PENALTY=6.4e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.5, 10.0, 8.7, 8.1, 8.5], mean squared curvature=[10.0, 5.5, 3.6, 4.1, 10.0, 10.0]
 surface dofs=0.19002168119411275, -0.18088149169245743, 0.0015623376063157403, 0.0017275671289271705, -0.0029339047893592136, -0.03751608866091264, 0.12826019140322598, 0.006146472937034105, 0.06878789487973486, -0.001505397150328057, -0.0008348315908492008, 0.005235172532454278, 0.002245411225277617, -0.01383746894559024, 0.004103298082381733, -0.009062435256036071, -0.0037027534243644447, 0.0007286816533658627, -0.0017317360603543515, 0.0005587892905650122, -0.002023294346558763, -0.002231391227152245, -0.0013735039850313825, 0.00018490361304121988, -0.24061431768634522, 0.15494855422141157, 0.0031488214096461616, 0.001310492462893814, -0.005255940396434358, -0.04596394165729182, 0.15555726440467993, 0.02481486845853088, -0.05916103082984349, 0.0011102179863535068, -0.0006697161147070845, 0.003644718524700496, -0.0022701654270546076, -0.02179407881977066, -0.01335355414140171, -0.0036104939149444694, 0.0029382855838398967, 0.0008200442136125738, -0.0014898054955289855, 0.0012278547485670183, 0.001275679946755301, 0.0019153868612775554, 0.0034360456983795243, 5.0182650429702883e-05
 aspect=7.0206456509109305
 mean iota=0.3884280098548759

fun#95 - J=9.4e-02, Jf=1.6e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.7e-07, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.3e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.5, 10.0, 8.2, 8.1, 8.5], mean squared curvature=[10.0, 5.5, 3.5, 4.0, 10.0, 10.0]
 surface dofs=0.18991086656376768, -0.1803191282157728, 0.0015733786912368554, 0.001673391156513198, -0.002964232012364684, -0.03749394997682095, 0.12833913376274503, 0.006203143299816182, 0.06875182083297972, -0.0014838328724015128, -0.0008415931686511787, 0.0052280639393064605, 0.002277947723913559, -0.013791181493620054, 0.004126274351151574, -0.009047524845644585, -0.003701834860922592, 0.0007271848809515263, -0.0017158426810022635, 0.0005848557171922119, -0.002004480259179513, -0.0021987845389649712, -0.0013541675510804839, 0.0001970226235112707, -0.24045975746310944, 0.15466613909817334, 0.0032146825806711994, 0.001289576090762724, -0.005213146372400532, -0.04587354469249155, 0.15548555523744978, 0.02474048851673336, -0.05911959008815297, 0.0011622987021400815, -0.0006668695843783013, 0.0036398694084741373, -0.002210152374392181, -0.02177250068000403, -0.013391589278336528, -0.003645466489853781, 0.0029369620006647486, 0.0008084178033907099, -0.0014661256764357906, 0.001251910840064711, 0.0012549615715902577, 0.0018993199611995562, 0.0034345524978791, 4.3410917669342905e-05
 aspect=7.020695517320822
 mean iota=0.3879135599145267

fun#96 - J=9.4e-02, Jf=1.6e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-08, J_MSC=1.6e-07, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.7e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.5, 10.2, 7.3, 8.1, 8.5], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
 surface dofs=0.18979940338114862, -0.1796048931560143, 0.0015991667391207364, 0.0016456859060701135, -0.0029366158997556745, -0.03749300395757237, 0.12845810919047992, 0.006189384831535477, 0.0686963573955374, -0.0014916722587192605, -0.0008562093648678756, 0.005258052811539293, 0.0022706163035239118, -0.013737560809945188, 0.0039521352467226795, -0.009068660735416392, -0.003790521943299841, 0.0007363316923797726, -0.0017200610159652568, 0.000586674112281155, -0.0020564161839037743, -0.0021712107013155705, -0.0013751048141716962, 0.0002315280247163462, -0.2402523047379536, 0.15435020252466003, 0.0032619843313589783, 0.0013003175680623743, -0.005180291095459476, -0.0458293860822341, 0.15536270960070125, 0.02473227008875841, -0.05909375506631896, 0.0011923441008395257, -0.0006703903545049934, 0.003653684408382856, -0.0021861296194686445, -0.02179365669062209, -0.013576204464888646, -0.0036535134795373132, 0.0030439539143474513, 0.0008164994843493072, -0.0014727979638067465, 0.0012504222359334253, 0.0012164017631350263, 0.001941789634087705, 0.0034902489640318665, 5.53399716154947e-05
 aspect=7.020798274182221
 mean iota=0.38739714924395247

fun#97 - J=9.4e-02, Jf=1.6e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.6e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-09, J_MSC=1.4e-07, J_ALS=3.4e-07, J_LENGTH_PENALTY=6.7e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.4, 10.1, 6.6, 8.1, 8.4], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
 surface dofs=0.18973518209482476, -0.17909234622443776, 0.0016125762524118632, 0.0016517014291013987, -0.0029077141320450325, -0.03747615902227172, 0.12853913120283655, 0.006200484572047443, 0.06867959463625524, -0.0015034868857310346, -0.0008562289619645308, 0.005278619998483318, 0.0022742720275888127, -0.013682615752877358, 0.0038338783136034043, -0.00910280717275278, -0.0038474426246070527, 0.0007379282541152859, -0.0017101515802506106, 0.0005908996689529073, -0.002106889851007667, -0.002145575093933404, -0.0013939278568123295, 0.00025181311072970626, -0.24011470067577606, 0.1541141465562546, 0.003292010860204539, 0.0013180460162966346, -0.005146688718822412, -0.045844878028097016, 0.15525002752323944, 0.024728616143581177, -0.05908326814513259, 0.0012171347535560623, -0.0006568802489128192, 0.0036629733722896144, -0.002171674590644674, -0.02179847015363543, -0.013677727192672568, -0.003645882326354402, 0.003103440260431345, 0.0008140309954050987, -0.0014722295406409398, 0.0012614229590648693, 0.0011507658100507318, 0.0019634290115057677, 0.0035299759691531218, 6.091796628269477e-05
 aspect=7.021774920227446
 mean iota=0.387192937139564

fun#98 - J=9.3e-02, Jf=1.5e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.7e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.4, 10.0, 6.6, 8.0, 8.4], mean squared curvature=[10.0, 5.5, 3.5, 3.8, 10.0, 10.0]
 surface dofs=0.18968551820284685, -0.17856450490653414, 0.001588751546762076, 0.001664003624397413, -0.002886481995809533, -0.03745492465216037, 0.12859205316169822, 0.0062365845140822645, 0.06865742342816802, -0.0014941059664332543, -0.000871865612991531, 0.005340300306222863, 0.0023171957340651144, -0.01358800017481906, 0.0038227932933925205, -0.009115119884469228, -0.0038336634487516996, 0.0007381506622463035, -0.001688701496295332, 0.0005979220058727884, -0.002105486452570486, -0.0021331003664214576, -0.0013674303684251437, 0.0002614337058191753, -0.2399898683270602, 0.15379557998354407, 0.0033416485631502894, 0.001332012193492522, -0.005081778524858714, -0.04588339260799397, 0.155147655245619, 0.024779622835881074, -0.059050224049894386, 0.0012290584083205487, -0.0006684768193496967, 0.0037375772027495057, -0.002105956787867917, -0.021827177641496373, -0.01375116644363426, -0.0036674211741134412, 0.003126765651266902, 0.0008034594210016973, -0.001457563313721752, 0.0012517352585208192, 0.0011085817183607474, 0.001979309645367688, 0.0035235271989245225, 5.582913497338212e-05
 aspect=7.022682738243649
 mean iota=0.38685555365965496

fun#99 - J=9.3e-02, Jf=1.5e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-09, J_MSC=1.2e-07, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.5e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.3, 10.1, 7.4, 7.9, 8.4], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
 surface dofs=0.18968780749475553, -0.17802734653867724, 0.0016083743521582714, 0.0017118970299039654, -0.0028903123495089065, -0.03741724005354528, 0.12863948617597393, 0.0061846412901119105, 0.06865898834614191, -0.0015146402661574045, -0.0008826945105581734, 0.005388283619414472, 0.0023016833620534277, -0.01356542935505567, 0.0037612650448650715, -0.00916625537580059, -0.003847950415429784, 0.0007293065710445454, -0.0016709229299145167, 0.0005734102192090859, -0.002105911083179061, -0.0021710893197366813, -0.001382830580435705, 0.00023605208444656465, -0.23982620542799196, 0.15350509426390369, 0.003344392045172351, 0.0013757986562534766, -0.005072350038272875, -0.045942436159605436, 0.15508202006879568, 0.02480843709720734, -0.0590116058425551, 0.0012336103988488589, -0.0006802095464183179, 0.003775419354174887, -0.002095051434294408, -0.021886252910809447, -0.013856568811058642, -0.0036661387833009647, 0.0031746628264749943, 0.0007939873112334227, -0.001435341153162489, 0.0012366259136305218, 0.001086918878585766, 0.001984212606434936, 0.003529555307383966, 5.666596331668069e-05
 aspect=7.022635736568411
 mean iota=0.38650847491589047

fun#100 - J=9.2e-02, Jf=1.5e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-09, J_MSC=1.1e-07, J_ALS=3.5e-07, J_LENGTH_PENALTY=6.4e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.2, 10.1, 8.4, 7.9, 8.3], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
 surface dofs=0.18973049303135886, -0.17750262342702455, 0.0016713168189456478, 0.0017440160401404326, -0.0029116773608052543, -0.0373086672387717, 0.12867713932688524, 0.006157963610808698, 0.06866972370021242, -0.0015298266430679378, -0.0008809402428627621, 0.005425725872722861, 0.002283799369104306, -0.013616878871392473, 0.0038011939867482504, -0.009201669122659057, -0.003822214044418566, 0.000734097716926373, -0.001674489470196602, 0.0005663403579039041, -0.002089991868406496, -0.002240650136148109, -0.001368764870564461, 0.00021134295515638256, -0.23964017613906827, 0.15322439218117176, 0.0033223825339027246, 0.0014033937381050042, -0.0050731974731638655, -0.045920118909988816, 0.1550812327094725, 0.02473482800295289, -0.059012122356238775, 0.001228650440497791, -0.0006896563111758559, 0.003802974912359842, -0.0021236050582723984, -0.021996524542737324, -0.013828550406983907, -0.003645307869799216, 0.0031798232959896785, 0.0008040806615552586, -0.0014352518664045649, 0.0012274724708519393, 0.0011110689057453453, 0.0019479570307589893, 0.003533867205918184, 6.153936220977143e-05
 aspect=7.02163519567014
 mean iota=0.3863810523630036

fun#101 - J=9.2e-02, Jf=1.5e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-09, J_MSC=1.3e-07, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.1, 10.1, 9.9, 7.9, 8.2], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
 surface dofs=0.18980600078822124, -0.17675584372793293, 0.001797562349112985, 0.001834555377686978, -0.002916180075649113, -0.03712202929909952, 0.12865513572337728, 0.006297210932772939, 0.06871171346106192, -0.0015170246587161995, -0.0008552841776967593, 0.0054440086754132784, 0.0022462696538925434, -0.013769003369327208, 0.0037216280288384558, -0.009237078831419528, -0.0038393850414565455, 0.0007541215355015262, -0.001698451713488142, 0.0005647264941996813, -0.002192157316244286, -0.0023317395990905547, -0.0014519833466783085, 0.00017317823953101564, -0.23938096185094712, 0.15286832354137558, 0.0032477174439806238, 0.0014713250530972713, -0.00506861311657847, -0.046012436575062335, 0.1550554056571554, 0.02459371748541852, -0.059074038623601416, 0.0011867393753169349, -0.0006820746101471827, 0.0037987308178213525, -0.002221912496248073, -0.02212435005272361, -0.013858897311300997, -0.003606676291897217, 0.003213933179196531, 0.0008326706148974128, -0.0014491483032957034, 0.0012141649217059776, 0.0010764048986832261, 0.0018903649148068712, 0.003637678516898051, 0.0001046237036797185
 aspect=7.022567969730819
 mean iota=0.3863069331188875

fun#102 - J=9.2e-02, Jf=1.5e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.14
Jf=1.5e-05, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-08, J_MSC=1.1e-07, J_ALS=3.6e-07, J_LENGTH_PENALTY=6.3e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[5.0, 5.1, 10.1, 10.2, 7.9, 8.2], mean squared curvature=[10.0, 5.5, 3.5, 3.9, 10.0, 10.0]
