
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
 aspect=7.004093427150041
 mean iota=0.4592138360450103

fun#302 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-10, J_MSC=6.3e-09, J_ALS=9.5e-07, J_LENGTH_PENALTY=4.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.5, 5.8, 7.8, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.4, 10.0, 10.0, 10.0]
 surface dofs=0.18318811438075697, -0.18320371621075573, -0.0012557051492377597, 0.0023360151261246354, -0.006381298990508374, -0.046192508051337865, 0.13143896871532745, 0.013438951191636028, 0.08430175049831874, 0.001029379997647524, -0.0008148210578171089, 0.0024716245003645605, -0.006397029301479327, -0.006157256626887627, 0.006909188043664394, -0.0038954136535130374, -0.0015887997477508624, -0.00013406519229085682, -0.0006871136329244158, -8.014592425746681e-05, 0.0004993293265458035, -7.372525762636515e-06, 0.0005665020889354147, -0.00031287763136607637, -0.23683453024463705, 0.15948346921479964, 0.0005496929630713558, 0.00011740664431208672, -0.005040349687499237, -0.05290550383601864, 0.1651995014972093, 0.032788438605549655, -0.07005280394385985, -6.74841129888133e-05, 0.00012027709821088157, 3.796803592567152e-05, -0.00943930433783327, -0.004108934054077673, -0.002652330504312804, -0.009823897305646052, 0.001337357505579764, 0.0003195896913274538, -0.0003274820696795226, 0.0007207680290721309, 0.002430943862325534, -0.0007030340794756481, 0.0004621977006883984, -0.00033114899650560115
 aspect=7.004086534248747
 mean iota=0.45920775015592413

fun#303 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=6.4e-10, J_MSC=7.8e-09, J_ALS=9.5e-07, J_LENGTH_PENALTY=4.1e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.5, 5.8, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.4, 10.0, 10.0, 10.0]
 surface dofs=0.1832120667645096, -0.1831385016050199, -0.00124629003603235, 0.002347351199345669, -0.006384842818450273, -0.0462246266495629, 0.13138942600037562, 0.0135188163661209, 0.08430425086444919, 0.001025504007008783, -0.0008054468631282243, 0.002445300105763336, -0.0063920046469233, -0.006192240476774394, 0.006898766209791152, -0.0038960854133837344, -0.0016112033217713523, -0.0001309015970696771, -0.0006891224067482897, -8.443039444784062e-05, 0.0005041869171489609, -1.1447447745344059e-05, 0.0005686553707237265, -0.00031634312103030873, -0.23697707043781197, 0.15943822545870068, 0.0006077695105704834, 0.00011633810247960274, -0.005065164094809983, -0.05291221318635169, 0.16522249940348502, 0.03275926792603839, -0.07004475212384545, -5.96912369225811e-05, 0.00012760827196920478, 1.8808325559157737e-05, -0.0094428900543076, -0.004088604161234435, -0.002654234438361845, -0.009827538083898356, 0.001335930252281851, 0.0003220725878309037, -0.0003312652964279878, 0.0007198046951003151, 0.0024397327902582616, -0.0007075312568562542, 0.00046821396228647873, -0.00032924621853008655
 aspect=7.004059635867459
 mean iota=0.4591833581569688

fun#304 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=6.3e-10, J_MSC=7.1e-09, J_ALS=9.5e-07, J_LENGTH_PENALTY=4.2e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.5, 5.8, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.4, 10.0, 10.0, 10.0]
 surface dofs=0.1832274771052716, -0.1831103610136328, -0.0012378569365044244, 0.002352419204236285, -0.0063889394574238815, -0.04624525956899622, 0.13137106989498773, 0.013555587538548883, 0.08431100905977243, 0.0010214616326561098, -0.0008027238560781676, 0.002436520565134237, -0.0063945451328869946, -0.006203375243739649, 0.006888385129921609, -0.003896712727958925, -0.0016228397906310004, -0.0001317798751597183, -0.0006883573090549273, -8.645007822697412e-05, 0.0005092772303642853, -1.3383215761096115e-05, 0.0005686908760799407, -0.00031721971283874657, -0.2370504423828715, 0.15941755263701338, 0.0006349370410712162, 0.00011674697696912181, -0.005074254066750328, -0.052917084723012056, 0.1652244493030944, 0.03274641736964504, -0.07003824743757521, -5.2767957116782285e-05, 0.00013020142323987878, 1.265173904337206e-05, -0.009444695924993585, -0.004077670862036588, -0.0026573047357346152, -0.009833540217539228, 0.001335460009367031, 0.0003204066301412439, -0.0003305770932673133, 0.0007219937119052998, 0.002441672532755385, -0.0007075410333249344, 0.0004689692088438388, -0.00032852494725423606
 aspect=7.004069001310218
 mean iota=0.4591832757781546

fun#305 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=6.5e-10, J_MSC=6.6e-09, J_ALS=9.5e-07, J_LENGTH_PENALTY=4.2e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.5, 5.8, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18323619512928735, -0.1830878746624744, -0.0012333970126346858, 0.0023568383697377964, -0.006393563699290474, -0.04625893740888449, 0.13135668306765358, 0.013580357689896235, 0.08431873381469998, 0.0010186285022670135, -0.0008000214365134049, 0.002428994370593176, -0.006394172391238552, -0.006212265385957201, 0.006882714497855846, -0.0038979357696932206, -0.001628567366766332, -0.00013238153561891263, -0.0006880910633625711, -8.87144103187927e-05, 0.0005110139630369537, -1.3979767017750064e-05, 0.0005676325187203009, -0.00031844929968935563, -0.23708748124339013, 0.15940204749093495, 0.0006562035944052731, 0.00011846209372018917, -0.005083098899038449, -0.05292149049184522, 0.16522947543801714, 0.03273785455077753, -0.07003519305972145, -4.779468911050282e-05, 0.00013267354663687466, 6.3101434380305865e-06, -0.00944384314860224, -0.004072534175481248, -0.0026583012194100245, -0.009837028588216406, 0.0013299429433546752, 0.0003191948660505214, -0.00033048374063022665, 0.000722910356521355, 0.0024429892598469343, -0.0007063164251573408, 0.000470438937247317, -0.00032828688638870653
 aspect=7.00408454715888
 mean iota=0.4591738355045596

fun#306 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=7.5e-10, J_MSC=8.4e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.1e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.8, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18327106722535041, -0.18299792925784075, -0.0012155573171557315, 0.0023745150317438417, -0.006412060666756847, -0.04631364876843757, 0.13129913575831695, 0.013679438295285638, 0.08434963283441022, 0.001007295980710628, -0.0007892117582543537, 0.0023988895924289314, -0.006392681424644783, -0.0062478259548274075, 0.006860031969592793, -0.0039028279366304023, -0.0016514776713076585, -0.00013478817745568998, -0.0006870260805931464, -9.777173868606701e-05, 0.0005179608937276273, -1.636597204436586e-05, 0.0005633990892817412, -0.00032336764709179185, -0.2372356366854646, 0.15934002690662125, 0.0007412698077415006, 0.00012532256072445862, -0.005118478228190936, -0.052939113567177884, 0.16524957997770806, 0.03270360327530752, -0.0700229755483064, -2.7901617085384967e-05, 0.00014256204022485813, -1.905623898333531e-05, -0.009440432043036863, -0.004051987429259886, -0.0026622871541116624, -0.009850982070925118, 0.0013078746793052526, 0.00031434780968763154, -0.00033011033008188, 0.0007265769349855756, 0.0024482561682131316, -0.0007014179924869664, 0.0004763178508612301, -0.0003273346429265883
 aspect=7.004146783601078
 mean iota=0.4591359340338456

fun#307 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-10, J_MSC=7.4e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.6e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.8, 7.9, 9.9, 10.0, 9.4, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18329468028765286, -0.1829663082713395, -0.0012103472989276718, 0.0023802958805691924, -0.006425472798494421, -0.04634083926914499, 0.13127044700682236, 0.013720849355873513, 0.08436212574460004, 0.0010041267092860664, -0.000784520419446616, 0.0023851015596249906, -0.006389882019522255, -0.006265553605242721, 0.006849581636148942, -0.003903963974484492, -0.0016609763787848993, -0.0001364010154860275, -0.000686563900379717, -0.00010169548604805861, 0.0005215746149697932, -1.8455527099744225e-05, 0.000560497029362027, -0.0003254286182399671, -0.23730900571590208, 0.15931180523751004, 0.0007821992702098458, 0.00012480409672183256, -0.005135719678672344, -0.05294574344946958, 0.1652584297424909, 0.032687882771872435, -0.07001234941662648, -1.5575114796276013e-05, 0.00014800409602315194, -2.9393219683665696e-05, -0.00943993712599624, -0.004042647047091285, -0.0026625684266716795, -0.009854872247727946, 0.0012951551751518022, 0.00031129840836884476, -0.00032978128633149624, 0.0007301605862310791, 0.0024485870346701334, -0.0007016608013396281, 0.00048089351392634845, -0.00032365148425709183
 aspect=7.004163966878427
 mean iota=0.4591065685906103

fun#308 - J=1.3e-02, Jf=9.4e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.4e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.7e-10, J_MSC=6.8e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.8, 7.9, 9.9, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.1833057550339555, -0.1829446478242893, -0.0012073461372883133, 0.0023843784144998567, -0.00642951978229228, -0.046355657122258524, 0.13125432163677467, 0.013745803961953717, 0.08436781231097741, 0.0010014332784838184, -0.0007810666067656524, 0.0023768853102062327, -0.006386975308095392, -0.006276080234828747, 0.006843085127426468, -0.0039048860413507564, -0.0016672370239455348, -0.0001367496501516507, -0.0006862012489450783, -0.00010438798831478943, 0.0005257108059244635, -2.093136852683842e-05, 0.0005601012286803989, -0.0003259536195012777, -0.237351289191039, 0.15929278531671295, 0.0008031517051045831, 0.00012437162541072694, -0.005144880232358301, -0.05294827143828782, 0.16526418058707154, 0.032679548108954855, -0.07000885157725689, -1.1621502583490864e-05, 0.00015223304660766, -3.607924093913531e-05, -0.009440715588417616, -0.004035826026342954, -0.002664290164287991, -0.009857750957570514, 0.0012904398316264593, 0.00031005539799622755, -0.00033005983975083826, 0.0007319766493609749, 0.002450011937944713, -0.000701943562109919, 0.0004821614058785859, -0.0003218035778379273
 aspect=7.004190006341998
 mean iota=0.4591002200530236

fun#309 - J=1.3e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-10, J_MSC=6.6e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.8, 7.9, 9.9, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18330987331695553, -0.18292956476340616, -0.0012058599052629656, 0.002385583212897501, -0.006432726052195754, -0.046365726709218964, 0.1312436274634739, 0.013762248228444093, 0.08436931788215697, 0.0009996994165176103, -0.0007782085441986706, 0.0023704113361927718, -0.006384559978731393, -0.006285451430493017, 0.006839302235593281, -0.003906137905189143, -0.0016719658107202094, -0.00013677787006648106, -0.0006859432789368743, -0.00010560572705464562, 0.0005284795433954831, -2.2675199420437634e-05, 0.0005613800638962601, -0.0003255219998242379, -0.2373805924019071, 0.15928090196430303, 0.000818577691193431, 0.00012308839818505094, -0.005149744729768491, -0.052948101667013615, 0.1652660839792783, 0.032671917727582725, -0.07000469302038206, -7.834153931384568e-06, 0.00015538388365107824, -4.114857518491988e-05, -0.00944132449307867, -0.00403056732663419, -0.002667831979799103, -0.009859462035432249, 0.0012892855063618618, 0.00030950919070800047, -0.0003299358676235264, 0.0007333793342714164, 0.0024508618495655485, -0.0007017865231429446, 0.0004833551705106364, -0.00032140576352705796
 aspect=7.004211183801659
 mean iota=0.45909384824463145

fun#310 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.5e-10, J_MSC=6.5e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=5.5e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.8, 7.9, 9.9, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18330849108577454, -0.18292017704617056, -0.0012053422109676824, 0.0023852227129203805, -0.006433855948906601, -0.0463738199032199, 0.13123690651530684, 0.01377612209535391, 0.08436984686242724, 0.0009990166811066927, -0.0007763325308527718, 0.0023657354915413644, -0.00638376287789751, -0.006290931770317622, 0.006835745174506492, -0.003907135807876707, -0.0016755091895894055, -0.00013634137271924287, -0.0006860637290503806, -0.00010573348156773701, 0.0005293333331359115, -2.3039668911013386e-05, 0.0005623424364919686, -0.0003253869808929701, -0.23739985313594514, 0.15927207895353554, 0.0008287754940768752, 0.00012187094369416442, -0.005152846877339518, -0.0529473836253698, 0.16526616001387204, 0.032666875508011346, -0.07000171759814244, -5.298323578512757e-06, 0.00015748381005909544, -4.470283972086716e-05, -0.009442212443056593, -0.004025522013687131, -0.002669298968955356, -0.009860530222648822, 0.0012888451627492163, 0.00030962440582770265, -0.00033041509187608793, 0.0007342355685214892, 0.0024513349572928473, -0.0007022921973312765, 0.00048387193740896423, -0.0003213888131872469
 aspect=7.004230845587042
 mean iota=0.45908887749639826

fun#311 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.5e-10, J_MSC=7.6e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=4.9e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.7, 7.9, 10.0, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18330296216105063, -0.18288262617722809, -0.0012032714337865498, 0.002383780713011898, -0.006438375535749988, -0.04640619267922362, 0.13121002272263863, 0.01383161756299318, 0.0843719627835083, 0.000996285739463022, -0.0007688284774691768, 0.0023470321129357347, -0.006380574474561978, -0.00631285312961604, 0.0068215169301593355, -0.003911127418626963, -0.0016896827050661902, -0.00013459538333029006, -0.0006865455295044057, -0.00010624449962010258, 0.0005327484920976252, -2.4497546873316383e-05, 0.0005661919268748023, -0.00032484690516789886, -0.23747689607209735, 0.15923678691046556, 0.0008695667056106526, 0.00011700112573061837, -0.005165255467623628, -0.052944511458794516, 0.16526646415224702, 0.03264670662972583, -0.06998981590918397, 4.844997832974486e-06, 0.0001658835156911643, -5.891989786465629e-05, -0.00944576424296828, -0.004005340761898899, -0.0026751669255803685, -0.009864802971515116, 0.0012870837882986343, 0.00031008526630651133, -0.000332331988886334, 0.0007376605055217804, 0.0024532273882020427, -0.000704314894084604, 0.0004859390050022755, -0.0003213210118280028
 aspect=7.004309663715898
 mean iota=0.4590689876220583

fun#312 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=9.2e-10, J_MSC=7.0e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=4.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.7, 7.9, 10.0, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18330330382604168, -0.18286631204390116, -0.0011969993135218355, 0.002383000660706928, -0.006438390404874821, -0.04642412229407665, 0.1311965653279182, 0.013863688375685426, 0.08437528017569326, 0.0009926319300929975, -0.0007654353183780693, 0.0023387326550707303, -0.006381361273936744, -0.006326874221238537, 0.006815622023850508, -0.003912206000831915, -0.0016952328547716982, -0.00013283943733970673, -0.0006880597688618357, -0.00010646115676639534, 0.0005337787900551439, -2.610365474086529e-05, 0.0005676971104148055, -0.0003252493048821799, -0.23751594348613198, 0.15921727243742276, 0.0008883640989915472, 0.00011499879204965553, -0.00517102531815844, -0.05294506939882889, 0.16526719119297847, 0.03263615676958196, -0.06998808855082123, 1.2173988781654207e-05, 0.0001689665685243077, -6.452747537102741e-05, -0.009449651604218836, -0.0039968740084359985, -0.0026769491664869888, -0.009864525010628289, 0.0012864602474548198, 0.0003118765283449068, -0.0003350878948469112, 0.0007383616175015154, 0.002455832188392717, -0.0007041527716849558, 0.000484886877321581, -0.0003216050332355277
 aspect=7.004361391166301
 mean iota=0.45906615080534235

fun#313 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=9.1e-10, J_MSC=6.6e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=4.6e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.3, 6.6, 5.7, 7.9, 10.0, 10.0, 9.3, 8.3], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18331081872582045, -0.18285532353719544, -0.0011911673769948066, 0.002381620990511739, -0.006439932460810031, -0.04643823240782383, 0.1311880483999661, 0.013884505967284603, 0.08437820531640425, 0.000990758620579145, -0.0007637021804377541, 0.0023333781479143102, -0.00638252446175027, -0.006335330928086407, 0.0068121885041436785, -0.003913502796279173, -0.0016985660713382234, -0.0001324412850925673, -0.0006898962273499611, -0.00010655674681787962, 0.0005344289262110035, -2.5967536426714267e-05, 0.0005686817590168921, -0.0003253280732311119, -0.23753401755172004, 0.15920277270050967, 0.0008997683799674949, 0.00011249882548867508, -0.005175846509837539, -0.05294264436625671, 0.165265139814121, 0.03262884214716114, -0.06998300596744368, 1.649355412478097e-05, 0.00017067400797271187, -6.757053059008739e-05, -0.00945144913853763, -0.003991777273422706, -0.0026772383628257367, -0.009865026011919936, 0.0012853849103865158, 0.00031197929840378496, -0.0003376145408545853, 0.0007397631819494242, 0.0024580418544380613, -0.0007040100296001317, 0.0004848762290221305, -0.0003222325778202203
 aspect=7.004376304211311
 mean iota=0.4590592694833702

fun#314 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-10, J_MSC=6.9e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=4.8e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.5, 5.7, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18334087832493545, -0.18281136951037255, -0.0011678396308866911, 0.0023761023097309836, -0.006446100684550872, -0.04649467286281257, 0.1311539806881576, 0.013967776333681315, 0.08438990587924822, 0.0009832653825237346, -0.0007567696286764937, 0.0023119601192886294, -0.006387177213004373, -0.006369157755477888, 0.006798454425316361, -0.003918689978068203, -0.0017118989376043244, -0.00013084867610400953, -0.0006972420613024626, -0.00010693910702381673, 0.0005370294708344418, -2.542306317011018e-05, 0.0005726203534252389, -0.00032564314662683977, -0.2376063138140723, 0.15914477375285732, 0.0009453855038712857, 0.00010249895924475328, -0.005195131276553936, -0.05293294423596799, 0.16525693429869107, 0.03259958365747786, -0.06996267563393349, 3.377181549728801e-05, 0.00017750376576632857, -7.974275146632727e-05, -0.009458639275812808, -0.003971390333369533, -0.0026783951481807273, -0.009867030017086529, 0.0012810835621132996, 0.0003123903786392974, -0.00034772112488528164, 0.0007453694397410595, 0.0024668805186194385, -0.0007034390612608355, 0.00048483363582432846, -0.00032474275615899066
 aspect=7.0044364527257414
 mean iota=0.4590317297664533

fun#315 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-10, J_MSC=6.2e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=4.9e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.5, 5.7, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18336465162173754, -0.1828004146483103, -0.0011654050166533961, 0.0023725991444910367, -0.0064507715615866705, -0.046511484555586964, 0.13114127902564898, 0.013995268539492367, 0.08439283019437899, 0.0009820078516641494, -0.0007535429242956776, 0.0023011274025218245, -0.006385789802197859, -0.0063809154624797325, 0.00679296446218377, -0.003920502311432737, -0.0017176363575779029, -0.0001306278913859094, -0.0006986388064652317, -0.00010824061450228862, 0.0005400410608770633, -2.5861037389523286e-05, 0.0005733285301450138, -0.00032684806726938795, -0.23764359972641855, 0.15912135698287225, 0.0009698993290206777, 9.743104569547801e-05, -0.005204063530753557, -0.05292556973390108, 0.16525856046546403, 0.03258416336820808, -0.06995644849892697, 4.136319025126642e-05, 0.00018054815623168188, -8.71132735533858e-05, -0.009458673855447117, -0.003961960347656928, -0.0026796281214271915, -0.009870289664271864, 0.0012819149320840843, 0.00031217667100970884, -0.00035011608537715617, 0.0007471953007667372, 0.00247012136306874, -0.0007053151488544174, 0.000485625310328921, -0.00032505642573183596
 aspect=7.004424261032637
 mean iota=0.45903141803086206

fun#316 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=8.4e-10, J_MSC=6.6e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=6.3e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.6, 5.7, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.18345974480894583, -0.1827565952000613, -0.0011556665597202164, 0.002358586483531248, -0.006469455069729864, -0.046578731326684546, 0.1310904723756146, 0.014105237362736577, 0.08440452745490207, 0.0009769777282258088, -0.000740636106772413, 0.002257796535454606, -0.006380240158971804, -0.0064279462904871095, 0.0067710046096534065, -0.003927751644890875, -0.0017405860374722166, -0.00012974475251350886, -0.0007042257871163085, -0.00011344664441617617, 0.0005520874210475492, -2.761293426717571e-05, 0.0005761612370241138, -0.0003316677498395807, -0.23779274337580358, 0.15902768990293195, 0.0010679546296182456, 7.715939149837691e-05, -0.005239792547552036, -0.052896071725633424, 0.1652650651325559, 0.03252248221112899, -0.06993153995890089, 7.172868926718005e-05, 0.00019272571809309514, -0.00011659536190161988, -0.009458812173984355, -0.0039242404048065085, -0.002684560014413048, -0.009883328253013206, 0.0012852404119672227, 0.0003113218404913548, -0.00035969592734465435, 0.0007544987448694482, 0.002483084740865946, -0.0007128194992287446, 0.000488792008347291, -0.00032631110402321715
 aspect=7.004376756643773
 mean iota=0.45903019422325414

fun#317 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
Jf=9.3e-07, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=9.0e-10, J_MSC=6.1e-09, J_ALS=9.4e-07, J_LENGTH_PENALTY=6.3e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=40.0, curvature=[6.2, 6.6, 5.7, 7.9, 9.9, 10.0, 9.4, 8.4], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 7.3, 10.0, 10.0, 10.0]
 surface dofs=0.1834922450855262, -0.1827456959153483, -0.0011528061883006003, 0.0023553460458583526, -0.006473642076996783, -0.04659546699634124, 0.1310746480804023, 0.014133392709912916, 0.08440716646985805, 0.0009765571614676321, -0.0007370884442822822, 0.0022481923232015397, -0.006380909369165778, -0.006439290256398752, 0.006764533138854569, -0.003930097242004417, -0.0017444676561915841, -0.0001288480351286249, -0.0007050506131466392, -0.00011432792312521467, 0.000553410159034607, -2.6598635504647433e-05, 0.00057643174707991, -0.0003330383686290435, -0.23783432382402225, 0.15900547519701766, 0.0010896344738329105, 7.350670377560033e-05, -0.0052472377811014, -0.05289330826766201, 0.16526732319057527, 0.03250975506162279, -0.0699259326427991, 7.858656912610303e-05, 0.0001965206679900122, -0.0001240421640589287, -0.009461229522921217, -0.00391668379026408, -0.002683595457411153, -0.009884940203568959, 0.0012837943294338743, 0.0003122480600704429, -0.00036117070453417645, 0.0007554611129596013, 0.0024856869034423795, -0.0007132801597812201, 0.0004886891392608118, -0.00032689040315398663
 aspect=7.004383191339985
 mean iota=0.459017170936087

fun#318 - J=1.2e-02, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, , C-C-Sep=0.12
