
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
 aspect=7.005259838955193
 mean iota=0.4671633929965259

fun#155 - J=1.2e-02, Jf=6.3e-07, ⟨B·n⟩=9.6e-05, , C-C-Sep=0.12
Jf=6.3e-07, J_length=4.3e-06, J_CC=6.2e-11, J_CURVATURE=0.0e+00, J_MSC=6.2e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=4.0e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.2, 5.4, 5.5, 5.5])=42.8, curvature=[7.1, 5.9, 6.0, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.17919017651419755, -0.19577131988883265, 0.0004987704370470322, 0.0011814817196764123, -0.006739733646762553, -0.04517358759361268, 0.13391101620398968, 0.0099664986487979, 0.08598061684715187, -0.0006999804665848734, -0.00040908123746027507, 0.0032557795416149962, -0.00606796557915129, -0.0030343777209518885, 0.009419986880158113, -0.0035574533869618644, -0.0016555635762539225, -0.00027281120852349093, -3.109094038781879e-05, 0.00031902142836230944, -0.0001355056077840012, 0.0003120772796105987, 0.00011413556020129946, 4.0214948435360445e-05, -0.22819468866906248, 0.16283516138353696, -0.0004273920940772887, -5.727819470189733e-05, -0.0060778909892268244, -0.04925662622285231, 0.16906515498086558, 0.03158032745487743, -0.07338907072549553, 0.0006694689469305114, 0.0001948964273142884, 0.0006884882816727956, -0.011609748991535405, -0.0010333999281448363, -0.003693881356568446, -0.011300884110431899, 0.0012467003171795375, 0.00030446544960058253, 0.00022807043099630286, 0.0006869827756117605, 0.0007790509271979727, -0.0007307782334879112, 0.0010294286448671998, -0.00018644493704230466
 aspect=7.005137229860683
 mean iota=0.46710766915747715

fun#156 - J=1.2e-02, Jf=6.3e-07, ⟨B·n⟩=9.6e-05, , C-C-Sep=0.12
Jf=6.3e-07, J_length=4.3e-06, J_CC=9.1e-11, J_CURVATURE=0.0e+00, J_MSC=6.0e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=3.9e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.2, 5.4, 5.5, 5.5])=42.8, curvature=[7.1, 5.9, 6.0, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.17931324875370472, -0.19568023247252683, 0.0004910894397665912, 0.0011890696615692827, -0.006738416678952205, -0.04517551501000255, 0.13391267025562387, 0.009967139056270492, 0.08598025576536299, -0.0007036618531829721, -0.0004096045582170429, 0.0032545499066891216, -0.006063771534204059, -0.0030355421055527857, 0.009403403060100155, -0.0035670391759442754, -0.0016586486237207551, -0.0002709013893042575, -3.957871884496367e-05, 0.0003311847314479629, -0.00014159750364183452, 0.0003212204267097399, 9.714257896671794e-05, 3.464064435323611e-05, -0.22821166737976956, 0.16270799747600775, -0.00041901360353160846, -4.9129910092620525e-05, -0.006090061158733551, -0.049250680160555636, 0.16905456750451275, 0.031579859842573575, -0.0733767703567528, 0.000656648864999613, 0.00019802383259690808, 0.000680990489912478, -0.011596265607063163, -0.0010480249662336541, -0.003673276223332874, -0.011301907903351718, 0.0012428261680035495, 0.00030495995212669036, 0.0002181117782845573, 0.0007054339494636917, 0.0007745470587514239, -0.0007468255673145587, 0.0010384260314988442, -0.00018686920126876304
 aspect=7.004880460815015
 mean iota=0.46705900442738596

fun#157 - J=1.2e-02, Jf=6.3e-07, ⟨B·n⟩=9.5e-05, , C-C-Sep=0.12
Jf=6.3e-07, J_length=4.3e-06, J_CC=1.6e-10, J_CURVATURE=0.0e+00, J_MSC=6.5e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=4.1e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.2, 5.4, 5.5, 5.5])=42.8, curvature=[7.0, 5.9, 6.0, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.17947046194339417, -0.19556645735857833, 0.0004824584883031327, 0.0011992517665631738, -0.006734803822298259, -0.04517708405338325, 0.13390245618223007, 0.009970313642056774, 0.08597568545775804, -0.0007054934580530947, -0.0004091591825130124, 0.003251194402494645, -0.006051119082693565, -0.003044143476661052, 0.009385186132264852, -0.003577723934242005, -0.001666132083640615, -0.0002661725168996697, -5.1188817872019294e-05, 0.0003416824972248092, -0.00013419032586371819, 0.00032674016369324397, 8.426442156667095e-05, 2.337836085131317e-05, -0.22824676455547296, 0.1625325541270505, -0.0004145335782463408, -3.5253599960799794e-05, -0.00610688666815693, -0.0492522797010583, 0.1690451241426703, 0.031585772666426384, -0.07336497862601836, 0.0006390578964493263, 0.0001994287001513981, 0.0006737118537608594, -0.011575114795069367, -0.0010634727553285748, -0.003659279597204722, -0.011298288566521642, 0.001235002473500839, 0.0003073919815218454, 0.00020652257556018694, 0.000715949424958862, 0.0007929818151087599, -0.0007720849860177396, 0.0010326872710332926, -0.00017818864876756072
 aspect=7.0048323682066265
 mean iota=0.4669726378628367

fun#158 - J=1.2e-02, Jf=6.2e-07, ⟨B·n⟩=9.5e-05, , C-C-Sep=0.12
Jf=6.2e-07, J_length=4.3e-06, J_CC=2.1e-10, J_CURVATURE=0.0e+00, J_MSC=6.5e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=4.2e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.2, 5.4, 5.5, 5.5])=42.8, curvature=[7.0, 5.9, 5.9, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.17963785020430748, -0.19543352123118796, 0.00046737460562329273, 0.0012165445042575651, -0.0067342319683318975, -0.045169682195345305, 0.13389329818565027, 0.009971718460097333, 0.08597192704813691, -0.0007073643591825946, -0.00040965143393286314, 0.0032479930423582495, -0.006034935126693854, -0.0030547067685999132, 0.009368362827429401, -0.003582581522094387, -0.0016720914691343441, -0.0002610726578242691, -6.26124695770061e-05, 0.0003503792532882579, -0.00012942828431877028, 0.00032925572119653416, 6.5238370419198e-05, 1.618978674682401e-05, -0.2282917373470761, 0.1623226606004808, -0.0004102368401657096, -1.6875332859859857e-05, -0.0061300290913855705, -0.04925336133364741, 0.16903749112399097, 0.031587431552075, -0.07334798343694093, 0.0006178477656259586, 0.00019871647439402592, 0.0006656080634387545, -0.011550887559269002, -0.0010771949672444582, -0.003641802412942333, -0.011304511667000217, 0.0012297506622739021, 0.0003097432730256779, 0.0001952238590661179, 0.0007269995456295905, 0.0008010182312251545, -0.0007905783656620128, 0.0010332761409202666, -0.00017585932184885282
 aspect=7.004703849181337
 mean iota=0.466870580199137

fun#159 - J=1.2e-02, Jf=6.2e-07, ⟨B·n⟩=9.5e-05, , C-C-Sep=0.12
Jf=6.2e-07, J_length=4.3e-06, J_CC=1.7e-10, J_CURVATURE=0.0e+00, J_MSC=5.9e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=4.0e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.2, 5.4, 5.5, 5.5])=42.8, curvature=[7.0, 6.0, 6.0, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.17984161037281696, -0.19528622403161913, 0.0004532725360289687, 0.0012361901848657584, -0.006735389839407265, -0.04516175207096885, 0.13389594897579496, 0.009965883764443143, 0.0859699135463769, -0.0007157865138047403, -0.0004097062892589377, 0.003247459553674906, -0.0060259717005868305, -0.003065803458722217, 0.00934731578369812, -0.0035887655554619788, -0.0016777811893988297, -0.0002553888289257163, -7.77022141479491e-05, 0.0003704228929858596, -0.00014028202840777606, 0.0003433795725888098, 4.0536232475359716e-05, 7.19663555249505e-06, -0.22833111247535168, 0.16208929857329354, -0.0004092277363994387, 5.1779094931975895e-06, -0.006156782312571779, -0.049242210771523326, 0.16900809674324607, 0.031575806052786766, -0.07331385188471508, 0.0005990295338500363, 0.00020072393823446588, 0.0006585873815102049, -0.011537860591362763, -0.0010838292404729394, -0.003625468615270623, -0.011311700691514338, 0.0012296999957504445, 0.0003125365157574891, 0.00018015223806241526, 0.00074943796871903, 0.0008005418980905189, -0.000816622694344336, 0.0010426732940276972, -0.0001769433573714048
 aspect=7.004614003656769
 mean iota=0.46673181638146427

fun#160 - J=1.2e-02, Jf=6.2e-07, ⟨B·n⟩=9.4e-05, , C-C-Sep=0.12
Jf=6.2e-07, J_length=4.3e-06, J_CC=2.2e-10, J_CURVATURE=0.0e+00, J_MSC=5.9e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=3.8e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.3, 5.4, 5.5, 5.5])=42.8, curvature=[7.0, 6.0, 6.0, 7.5, 9.5, 9.4, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18003299860001212, -0.1951291800340678, 0.0004326017976602251, 0.0012539047646724334, -0.006733008667994362, -0.045152762620472166, 0.13388858329514103, 0.009975474201531854, 0.08596102955886632, -0.0007281705681351617, -0.00040698781556241354, 0.0032414734572675206, -0.006011833574603374, -0.0030802132011404533, 0.009328448547358651, -0.003591350269996984, -0.0016814766952857817, -0.000252449743535003, -8.49195909369031e-05, 0.00037818382169601227, -0.00015411480350942315, 0.0003507520281045716, 1.692028613673432e-05, 5.120114695166818e-06, -0.2283748239447848, 0.16184431281716166, -0.0004148838490712537, 2.792789860652669e-05, -0.006180886944468059, -0.04923134455259869, 0.16896997755608206, 0.03155386989609355, -0.07328058038002788, 0.0005905589240081744, 0.0002071108618443294, 0.0006450586358462896, -0.01152134535633275, -0.0010873353635812912, -0.003606829403535078, -0.01132549905866498, 0.0012333881813620697, 0.0003117515023620811, 0.0001726121756852425, 0.0007622717084564075, 0.0007872739264349999, -0.0008248210595252283, 0.0010615205056627608, -0.00018351797109128612
 aspect=7.004962589432176
 mean iota=0.46664149592304044

fun#161 - J=1.2e-02, Jf=6.2e-07, ⟨B·n⟩=9.4e-05, , C-C-Sep=0.12
Jf=6.2e-07, J_length=4.3e-06, J_CC=2.3e-10, J_CURVATURE=0.0e+00, J_MSC=5.8e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=3.5e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.3, 5.4, 5.5, 5.5])=42.8, curvature=[7.0, 6.0, 6.0, 7.5, 9.5, 9.4, 9.8, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18015310424798028, -0.19502360350469292, 0.0004289479690678791, 0.001258234488376011, -0.006728908829502127, -0.045155348291139, 0.1338921257012227, 0.009977726627051785, 0.0859614721019166, -0.0007331581797267466, -0.00040254614340084127, 0.00323368121107165, -0.00600633710989223, -0.0030952786899347867, 0.009328268093305255, -0.003596145574499595, -0.001684257299309596, -0.0002490221600919715, -8.930116365066339e-05, 0.000392903445066947, -0.00017103229363184534, 0.00035376670381684274, -3.7143125463430193e-06, -3.786786001567083e-06, -0.22838935804249888, 0.16169271606226776, -0.0004225661784538906, 4.1756334148393306e-05, -0.006188032880805827, -0.04923337482866502, 0.1689528699081407, 0.03155276594417102, -0.07327175168055128, 0.0005890993742103665, 0.00021555164775296568, 0.0006309173936100012, -0.011517917625690067, -0.0010882798644989468, -0.003593300810856429, -0.011330179436925198, 0.0012343220395158356, 0.00031393968564578315, 0.0001690917362531488, 0.0007770044847919901, 0.0007732194329544591, -0.0008452984350007102, 0.0010799995441190952, -0.00018315466793892665
 aspect=7.004905028648573
 mean iota=0.4666012717378363

fun#162 - J=1.2e-02, Jf=6.1e-07, ⟨B·n⟩=9.4e-05, , C-C-Sep=0.12
Jf=6.1e-07, J_length=4.3e-06, J_CC=1.8e-10, J_CURVATURE=0.0e+00, J_MSC=5.9e-09, J_ALS=1.2e-06, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.1, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[7.0, 6.0, 6.0, 7.5, 9.5, 9.4, 9.8, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.180276886763824, -0.1948870689171169, 0.00041032721827596603, 0.0012607237878173932, -0.006722104637850351, -0.04515854623358997, 0.13389548706802104, 0.009987661044854566, 0.08595501153115047, -0.0007420934159806483, -0.0003973641199957955, 0.0032163660089917145, -0.005987487787324356, -0.003117014461089004, 0.00932505943725526, -0.003602575891785929, -0.0016892441425851257, -0.00024541256281565056, -9.640286142388287e-05, 0.00040110126078423997, -0.00018320694293266852, 0.0003615044501177819, -1.9460551108617848e-05, -8.727607861705967e-06, -0.22841872624956172, 0.16149802737177854, -0.0004230032976466729, 5.775226256320369e-05, -0.006196830393820052, -0.04923267004629393, 0.16893265655232245, 0.031539678290742654, -0.07326387415656907, 0.0005959490039188354, 0.00022465529928385357, 0.0006058320031251393, -0.011496135727941089, -0.0010856652842120493, -0.0035759950250317278, -0.011326959378337545, 0.0012355968221787956, 0.000314656515445562, 0.00016261349109119742, 0.0007866644780534597, 0.0007648081622826183, -0.0008619777845127978, 0.001096283971861689, -0.00018288093968147194
 aspect=7.004905013490193
 mean iota=0.4665730298339255

fun#163 - J=1.1e-02, Jf=6.1e-07, ⟨B·n⟩=9.4e-05, , C-C-Sep=0.12
Jf=6.1e-07, J_length=4.3e-06, J_CC=1.3e-10, J_CURVATURE=0.0e+00, J_MSC=4.2e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=2.9e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[7.0, 6.0, 6.0, 7.5, 9.5, 9.4, 9.8, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18038858195083338, -0.19475337136154972, 0.0003867038688299772, 0.0012653875152030252, -0.006712739752579192, -0.04516257427974278, 0.13389985941170973, 0.009991008073799086, 0.0859540812588342, -0.000749260290107682, -0.0003916041749223891, 0.0031962543620228847, -0.005963653769446748, -0.003145095154900464, 0.009329055682516213, -0.0036129130444573047, -0.0016906347252695062, -0.00024159892176906913, -0.0001031968094465443, 0.0004030895416692614, -0.00018289696562434884, 0.00036653748815634353, -2.7670518238793216e-05, -1.1634005335841636e-05, -0.22845228008455673, 0.16130549061294627, -0.0004239053422907964, 7.220507143957967e-05, -0.0062060223249325586, -0.04923836349725879, 0.1689136181027307, 0.03153876305042998, -0.07326329293856412, 0.0006015878571653584, 0.00023346701708996698, 0.0005778636317990166, -0.011467368756007972, -0.0010881226748541194, -0.00356015548756591, -0.011327037994552558, 0.0012332487475603365, 0.0003162096575303571, 0.00015561835146471755, 0.0007917754989905428, 0.0007678201565149828, -0.0008701231384554747, 0.001100124273650778, -0.00018797946877965562
 aspect=7.004951396439641
 mean iota=0.46657654564094364

fun#164 - J=1.1e-02, Jf=6.1e-07, ⟨B·n⟩=9.3e-05, , C-C-Sep=0.12
Jf=6.1e-07, J_length=4.3e-06, J_CC=7.8e-11, J_CURVATURE=0.0e+00, J_MSC=3.8e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[7.0, 6.0, 6.0, 7.5, 9.6, 9.3, 9.8, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18049844611745433, -0.1945823273962768, 0.0003596412385820791, 0.0012700171209210187, -0.006705532408795717, -0.04516238771119354, 0.13389461075897036, 0.010009908824483849, 0.0859449947543659, -0.0007445844465608107, -0.0003842920174594083, 0.0031725988647841354, -0.00594214314146968, -0.003192025831340803, 0.009332270322109282, -0.0036134632995723677, -0.0016945374211218204, -0.00023632857151150607, -0.00011267649954568087, 0.00040439147964827806, -0.0001919149946672867, 0.0003807792022204196, -3.757055060624647e-05, 6.467913039960123e-08, -0.2284733719248995, 0.16108368215319455, -0.0004248300025393824, 8.685690077016065e-05, -0.006212982745578506, -0.049251909489924396, 0.1688744165004173, 0.03153734580684284, -0.0732477133612343, 0.0006027404404851355, 0.0002463425420900995, 0.0005418279830659968, -0.011440574953162587, -0.0010878245697268345, -0.0035389824084866143, -0.011341069097590549, 0.0012333477926076092, 0.00031879954475798485, 0.00014611049003925036, 0.0007999229795009019, 0.0007601104001298704, -0.0008522573982634137, 0.0011097866822101928, -0.0002083490953752853
 aspect=7.0052637676814244
 mean iota=0.4665085461183248

fun#165 - J=1.1e-02, Jf=6.0e-07, ⟨B·n⟩=9.3e-05, , C-C-Sep=0.12
Jf=6.0e-07, J_length=4.3e-06, J_CC=4.0e-11, J_CURVATURE=0.0e+00, J_MSC=5.2e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.1e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[7.0, 6.1, 6.0, 7.5, 9.7, 9.3, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1806231489399314, -0.19440117030812182, 0.0003445228757647966, 0.0012770431568832612, -0.006694939687066074, -0.0451585970403711, 0.1339034048241568, 0.010021189564935586, 0.0859441668908088, -0.0007434082169682015, -0.00037150033777292674, 0.00314858534516503, -0.005915761818190429, -0.0032413310277286736, 0.009344726277094532, -0.003617146115857343, -0.0017005396288403138, -0.00022918449080002872, -0.00011951104700598254, 0.0004115382808680808, -0.00019984338357083227, 0.0003780516154801475, -5.929747907917555e-05, -4.069109535986409e-06, -0.2284876586848116, 0.16086034897232784, -0.000430950843002715, 0.00010979489017756648, -0.00621909418352798, -0.049271494452472135, 0.16883955546272925, 0.03153545837785492, -0.07323653186288856, 0.0006033832415819081, 0.00026184003907986776, 0.0005023108587820899, -0.011414209174536241, -0.0010912472969779386, -0.0035241654781433657, -0.011354058775227445, 0.0012345698642832702, 0.00032443117972280356, 0.00013863330091151894, 0.0008098766196225813, 0.0007520788662430433, -0.0008631609715930083, 0.0011262382201300096, -0.00021490201087011072
 aspect=7.005194854412958
 mean iota=0.4664677999144181

fun#166 - J=1.1e-02, Jf=6.0e-07, ⟨B·n⟩=9.3e-05, , C-C-Sep=0.12
Jf=6.0e-07, J_length=4.3e-06, J_CC=1.5e-11, J_CURVATURE=0.0e+00, J_MSC=5.1e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.1e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[6.9, 6.1, 6.0, 7.5, 9.7, 9.3, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18074019566487068, -0.19420654121894118, 0.00031936539079089043, 0.0012859989191786791, -0.0066949014662956744, -0.04516099941825012, 0.13391389071805712, 0.010029826742166383, 0.08594821865352556, -0.0007418441637547309, -0.0003600157288348851, 0.0031271675506227598, -0.005897297241070233, -0.0032812879502499303, 0.009350420404903555, -0.003625765983193387, -0.0017072314376692494, -0.0002242783745265125, -0.00012415219238679542, 0.00041614199738793464, -0.0002139697901808197, 0.00038004770830944777, -8.200238261662559e-05, -4.146169188813313e-06, -0.22848312764124198, 0.16062246280819473, -0.0004375262652604789, 0.0001311152755474327, -0.006232883298142737, -0.049283765392945496, 0.16879379486423338, 0.03153230044274707, -0.07320338639772948, 0.0006030896130563793, 0.00027987054019812233, 0.00046297564306554425, -0.011394071265811703, -0.0010898202749795966, -0.0034975578514022687, -0.011376132852250101, 0.0012347274765234708, 0.0003267810961925089, 0.00013171861746788066, 0.0008226574886697707, 0.000733108961256681, -0.000866809260536129, 0.001149116376563029, -0.00022824894320700242
 aspect=7.005024201306253
 mean iota=0.46640579123627324

fun#167 - J=1.1e-02, Jf=6.0e-07, ⟨B·n⟩=9.3e-05, , C-C-Sep=0.12
Jf=6.0e-07, J_length=4.3e-06, J_CC=4.4e-12, J_CURVATURE=0.0e+00, J_MSC=3.3e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.2e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[6.9, 6.1, 6.0, 7.5, 9.6, 9.3, 9.7, 9.7], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1808541346085122, -0.1939976128507173, 0.0002914046213924524, 0.001289292290969456, -0.006702715439018735, -0.04515792795340103, 0.13393077396650135, 0.010038443348813757, 0.08595003478228201, -0.0007474719719789044, -0.000350146912506627, 0.0031084102835994046, -0.005888959113135655, -0.0033081914147355617, 0.009332900774376587, -0.0036344715416781396, -0.0017169098732433248, -0.0002194396463533427, -0.00013407674498089916, 0.00042738293647388804, -0.0002307540595781734, 0.00040209362590065706, -9.468294633083318e-05, -5.79154075467233e-07, -0.22846106452004056, 0.16035811856494916, -0.00043909776525224157, 0.00014770035794897337, -0.006255066452812111, -0.04926774331317873, 0.16873773279406817, 0.03150140779126303, -0.07316337064815523, 0.000614852722128905, 0.00029660070070336116, 0.00043060967172107013, -0.011381555303923391, -0.0010802050540232424, -0.003466576141838321, -0.011400073925545259, 0.0012385927952565812, 0.0003282174310017969, 0.0001213190038105925, 0.0008398078824514934, 0.0007255545693892948, -0.0008701877273621158, 0.001163110734203528, -0.0002451801858940984
 aspect=7.005122095353205
 mean iota=0.46632340530507943

fun#168 - J=1.1e-02, Jf=6.0e-07, ⟨B·n⟩=9.2e-05, , C-C-Sep=0.12
Jf=6.0e-07, J_length=4.3e-06, J_CC=8.6e-13, J_CURVATURE=0.0e+00, J_MSC=3.7e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.3e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=42.9, curvature=[7.0, 6.1, 6.0, 7.5, 9.6, 9.3, 9.6, 9.8], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18095454661789942, -0.1937947547634007, 0.00027995251143610205, 0.0012883131022933185, -0.00669962566977635, -0.045169149225894364, 0.133950582453821, 0.010052400305475032, 0.08595464804852439, -0.0007614916807738511, -0.00034437574167580373, 0.0030894778144085534, -0.005888460696527033, -0.0033282180379287517, 0.009316981395634609, -0.003642038544406439, -0.0017276453680864729, -0.00021276383482174373, -0.00014767803135322055, 0.00043777018135615154, -0.0002431986535342594, 0.00041330445848055834, -0.00010774105744518733, -6.935321129337108e-06, -0.22842826411941974, 0.16011442095654807, -0.0004467088888515893, 0.00016244925808908705, -0.006271941631112704, -0.049263542906910554, 0.1687109849338202, 0.03148740542378131, -0.07315217001383069, 0.0006342741744849837, 0.0003064292544801273, 0.0004009539136347457, -0.011375122918758912, -0.0010723515471750835, -0.0034365261118729255, -0.011407155046698116, 0.0012394779782218667, 0.0003349912948935871, 0.00010842383725177665, 0.000850395939298097, 0.0007322219185787356, -0.0008927257896927444, 0.0011735064344766542, -0.00024543415211537113
 aspect=7.004818181085257
 mean iota=0.466273350501572

fun#169 - J=1.1e-02, Jf=5.9e-07, ⟨B·n⟩=9.2e-05, , C-C-Sep=0.12
Jf=5.9e-07, J_length=4.3e-06, J_CC=5.3e-13, J_CURVATURE=0.0e+00, J_MSC=4.2e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.2e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=43.0, curvature=[7.0, 6.1, 6.0, 7.5, 9.6, 9.3, 9.6, 9.8], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1810989915701989, -0.19355014006844354, 0.00025097836601453976, 0.0012945389110275453, -0.0067089039306808575, -0.045187418774252114, 0.13395160321688812, 0.010068148045363467, 0.0859561804066214, -0.0007631635299809272, -0.0003404808233306155, 0.0030755165080840947, -0.005883783412675753, -0.00335339083182322, 0.00929599508113234, -0.00365923525935857, -0.0017434344801620632, -0.00021000665398177167, -0.00015706394615613753, 0.00043709263728760586, -0.0002487734164098325, 0.0004324635186727321, -0.00011153274009656444, -2.4237239946841263e-06, -0.22838768639237755, 0.1598104225510191, -0.000451611039094198, 0.00018084638088452745, -0.006302298603150748, -0.0492731167082927, 0.16866080498903993, 0.031488882640719876, -0.0731039341911425, 0.000645254241447004, 0.0003175065510557836, 0.00037147962010676425, -0.011354388276180896, -0.0010771980361714596, -0.003414028724361176, -0.011419854485250465, 0.0012446375582962673, 0.0003365934654011363, 9.956915767887295e-05, 0.0008586528853836714, 0.0007365660652023495, -0.0008895497628201327, 0.0011842882239210008, -0.00026427445338264425
 aspect=7.004704520314288
 mean iota=0.4661543254861391

fun#170 - J=1.1e-02, Jf=5.9e-07, ⟨B·n⟩=9.1e-05, , C-C-Sep=0.12
Jf=5.9e-07, J_length=4.3e-06, J_CC=2.7e-12, J_CURVATURE=0.0e+00, J_MSC=3.8e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.5])=43.0, curvature=[7.0, 6.1, 6.0, 7.6, 9.6, 9.2, 9.6, 9.8], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18121235396446495, -0.19333799408879007, 0.00021249773760961886, 0.0012988401671985015, -0.006715489935722662, -0.045196907796468705, 0.1339562944383508, 0.010081889476539058, 0.08595388482910253, -0.0007627182764625556, -0.0003378452910710205, 0.0030501648623538695, -0.005866370978177144, -0.0033686551693075605, 0.009294545873364025, -0.0036718273881966856, -0.001751434017736617, -0.0002064765786766617, -0.0001681664162367885, 0.0004441718866848163, -0.000265068382985362, 0.00045219031602232175, -0.00013231463720844873, 2.2358639916283294e-07, -0.22836992373675993, 0.15952584629006505, -0.0004403716225100145, 0.00019571363509468935, -0.006327483250358934, -0.04927864260934696, 0.16862071129417555, 0.03148347428377754, -0.07306064622449202, 0.0006570883248655378, 0.0003273608211695087, 0.0003284691533182888, -0.011308659104280179, -0.0010779439630270492, -0.003380154326823082, -0.011429369003147942, 0.0012376079542439236, 0.0003400971796932683, 8.46981509138501e-05, 0.0008771939526143823, 0.000720916824195949, -0.0008981674985062609, 0.0012056952407588153, -0.00027925510228101684
 aspect=7.004479145097747
 mean iota=0.4660373196236966

