
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
 aspect=7.060440882893406
 mean iota=-0.30690139494595564

fun#278 - J=2.0e-01, Jf=3.3e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.10
Jf=3.3e-05, J_length=1.4e-06, J_CC=1.0e-06, J_CURVATURE=1.2e-09, J_MSC=4.1e-07, J_ALS=6.1e-07, J_LENGTH_PENALTY=3.0e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.8, 10.1], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.019896162990022052, -0.032364128931343196, 0.005488685317096335, 0.003618847252823602, -0.003280053567682441, -0.06988827051568602, 0.12847202392202015, 0.014434365311571865, -0.0014454755883502959, 0.0009045568522374513, -0.004517388206696358, -0.0027209977768852464, 0.020338286060660633, -0.02278720585255071, -0.012557195456815082, -0.0052784306842615925, -0.0035172324628087457, 0.0009450352111601016, 0.0008089659668328269, 0.0011565801101812224, -0.0006311778860870169, 0.0016236090748307011, 0.0019129234561661575, 0.0006151753557681724, 0.3605057652436019, -0.031191413376405765, -0.002646356235854209, -0.002876828377427941, -0.018310364442262254, 0.059716779056494196, 0.16426542782005535, -0.02949082218604112, 0.001454182359054997, -0.007994170804700466, 0.001063094512209199, 0.0016403307396637872, 0.0039652974598589855, -0.03768396107325518, -0.001539674837149837, -0.016261749452196404, -0.0025009456870272767, 0.0014574837171976215, 0.008978593811482347, -0.0020785654002188334, -0.00778582402367958, -0.005743231719710675, 0.0024640390323926093, -0.0023551667636559706
 aspect=7.060149880774925
 mean iota=-0.306721633071809

fun#279 - J=2.0e-01, Jf=3.3e-05, ⟨B·n⟩=3.5e-04, , C-C-Sep=0.10
Jf=3.3e-05, J_length=1.4e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=3.9e-07, J_ALS=6.1e-07, J_LENGTH_PENALTY=2.7e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.9, 9.8], mean squared curvature=[10.0, 10.1, 10.1]
 surface dofs=0.01997531114533892, -0.03239959917188789, 0.005486103863916506, 0.0036581354532419764, -0.003286677139635283, -0.06987308807517022, 0.12844529934279858, 0.014451477100880537, -0.0014577711697077952, 0.0008977175482716691, -0.0045332153932777985, -0.0027374917532547974, 0.02032308946568594, -0.02276131711761746, -0.012568273116783235, -0.005280720354193265, -0.003512418809136966, 0.0009527050956874667, 0.0008273850119216456, 0.001154573441736481, -0.0006464811094365763, 0.0016326498742135038, 0.001913824021088193, 0.0006078215084321419, 0.3606392013553361, -0.031186804861067407, -0.002687520094107346, -0.0028620649810233924, -0.018326843346515524, 0.059674440248975, 0.1642866242443609, -0.029473270733771297, 0.0014742956420737497, -0.008011375087876086, 0.0010761089604224997, 0.001640226396289129, 0.003962552820726937, -0.03765996806940523, -0.0015111319572164526, -0.016254443925921166, -0.002494751568449825, 0.0014624352563561262, 0.008974457404892685, -0.002103399541123325, -0.007805192174417278, -0.005742223125570817, 0.0024362441881299875, -0.002366108930864524
 aspect=7.060676881808253
 mean iota=-0.30661614418385136

fun#280 - J=2.0e-01, Jf=3.3e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.3e-05, J_length=1.4e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=4.3e-07, J_ALS=6.1e-07, J_LENGTH_PENALTY=2.8e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.8, 9.8], mean squared curvature=[10.0, 10.1, 10.1]
 surface dofs=0.020078954216818833, -0.03239642936222398, 0.005493480650190222, 0.003693975969776393, -0.003296492111197691, -0.06981590460094476, 0.1284014591601618, 0.014448838402213142, -0.0014541459316170355, 0.0008807583001049037, -0.0045319031141639685, -0.002735500752606492, 0.020297409705854527, -0.022756323925593593, -0.012566820836056519, -0.005288172062278495, -0.003495560604757333, 0.0009518223407006767, 0.000821576223530465, 0.0011710517955666046, -0.000652557140211299, 0.001627582290914904, 0.0019198868662424773, 0.0005993201190466358, 0.36064363441511893, -0.031261612444566135, -0.002730861893727547, -0.00282301358664694, -0.018331487522585482, 0.059625235508573696, 0.1642979431165825, -0.02946508629782509, 0.0014972004456292494, -0.00804361732539261, 0.0010715166530819063, 0.001626507206472051, 0.003961432110175269, -0.037676027632993776, -0.0014859200961018818, -0.01624745302131331, -0.00249880433964473, 0.0014483055633904114, 0.00896764897251111, -0.0020629829518691283, -0.007796035921020332, -0.005733647219548131, 0.002435213797950819, -0.002372944589248404
 aspect=7.06058499696385
 mean iota=-0.3062500232211499

fun#281 - J=2.0e-01, Jf=3.3e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.3e-05, J_length=1.4e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=3.6e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=2.8e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.9, 9.6], mean squared curvature=[10.0, 10.1, 10.1]
 surface dofs=0.020156017135086593, -0.032395452950442494, 0.005530343050076786, 0.0037079234561287876, -0.003304952543004389, -0.0697563723626042, 0.1284034173352793, 0.014439655832613705, -0.0014746263936134473, 0.0008866322936277671, -0.004536297938940134, -0.0027273131215647577, 0.020305897542212712, -0.022756344574599373, -0.012554939356843759, -0.005285764400717412, -0.0034908640881057564, 0.000946840646373024, 0.0008172398668263439, 0.0011661684346606386, -0.0006363305656864247, 0.0015979065688742822, 0.001923282391661129, 0.0005963801374477319, 0.3606831279427777, -0.031269459301258094, -0.0027824599960472357, -0.0028023246942923633, -0.018310032609270704, 0.05961818694414158, 0.16424149111386804, -0.02949865099779581, 0.0015025767231050978, -0.0080648697937283, 0.0010447763654729068, 0.0016168958797403322, 0.003948658429533044, -0.037678465052524625, -0.0014775794632091626, -0.016249411459395333, -0.002507668101618622, 0.0014399072659745525, 0.008964748842343809, -0.0020444021399385246, -0.0077813257459257565, -0.005740754239816204, 0.002449153141055427, -0.0023758194276866772
 aspect=7.0612154686747255
 mean iota=-0.3061960144411164

fun#282 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=9.9e-07, J_CURVATURE=0.0e+00, J_MSC=4.4e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=3.3e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.9, 9.8], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020103815329766385, -0.032379997693089795, 0.005574668706980781, 0.003714747393995174, -0.0033230519558137108, -0.06970630051383345, 0.12838137101235925, 0.014456937091990163, -0.001458200966964665, 0.0008533533674462807, -0.004536393938062024, -0.002710895269704176, 0.020290192916490403, -0.02274921161560564, -0.012556199667888828, -0.005281917712655472, -0.0034734929851205558, 0.0009258381208017291, 0.0008038050326896823, 0.0011822035144030576, -0.0006277855080721108, 0.0015836572258632214, 0.001920504833604334, 0.0005954426634692244, 0.3605866329114793, -0.031234933958587095, -0.002800778734667569, -0.0027661825786618487, -0.01828477191307294, 0.0596006988458469, 0.16423501471823745, -0.029497370023610366, 0.001470900589811215, -0.00806338464797198, 0.0009964435951604633, 0.0016131968808868003, 0.003958637626847524, -0.03768552943508474, -0.001478197632806663, -0.016244244439215384, -0.002509031850040571, 0.0014213623118511773, 0.008978089269519285, -0.0020333051143476178, -0.007787983046527444, -0.005745184901518663, 0.0024506444393006177, -0.002368971339513774
 aspect=7.0614096347585225
 mean iota=-0.30580262177484807

fun#283 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=9.7e-07, J_CURVATURE=6.1e-11, J_MSC=3.7e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=3.2e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.5, 7.8, 10.0], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020050419452288047, -0.03237468684069294, 0.005600719682747595, 0.0037308607070164804, -0.0033260078572504735, -0.0697166785047288, 0.12838179941273903, 0.014474440731169626, -0.0014437049569335533, 0.0008225690352147137, -0.004539451661099153, -0.0026950909548958887, 0.02028020183420781, -0.022752378691415432, -0.01254759341225203, -0.005276306759502418, -0.003457151449123097, 0.0009131902398972674, 0.0007979545943468959, 0.0011883830464496706, -0.0006342001623495253, 0.0015723491041787655, 0.0019164454704183964, 0.0005991767410923974, 0.3605248725305359, -0.031209777125360567, -0.002808664325843118, -0.0027466724563451127, -0.018306764096831043, 0.05959853164035466, 0.16424589154757943, -0.02947630903746423, 0.001440327325355349, -0.008046741195170388, 0.0009648278138085244, 0.0016158178209939977, 0.003955379583154864, -0.037678022177923876, -0.0014592550724838833, -0.016239730168335995, -0.002494237831293917, 0.0014174768358757408, 0.008993421423359356, -0.002082040786041716, -0.007790860762683875, -0.005762469912763022, 0.0024597138999008423, -0.002358503201206888
 aspect=7.06135063650287
 mean iota=-0.3058773209800217

fun#284 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=9.4e-07, J_CURVATURE=4.1e-09, J_MSC=3.4e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=3.1e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.7, 10.3], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020123598016909557, -0.03242709944350961, 0.005544548159011047, 0.003767010447044402, -0.003307499324631436, -0.06976098749364561, 0.12839041295646073, 0.014468266462909272, -0.001417756122777511, 0.0007979422263223796, -0.004556504282538234, -0.0026845766482592372, 0.020280911483453675, -0.02273923470796761, -0.012543080626886836, -0.005281823286326624, -0.003442924492372923, 0.0009137659336641568, 0.0007919952764322157, 0.0011678692259103317, -0.0006317177244710284, 0.001547980028452408, 0.0019277868799785702, 0.0005983956782543105, 0.36047306834079784, -0.031175969761757634, -0.0028345791252082585, -0.002715439669339883, -0.018345846726377464, 0.059610255877213705, 0.1642717126544611, -0.02942377769893894, 0.0014049884044874355, -0.00804706139178237, 0.0009306676220966594, 0.0016452391466456953, 0.0039301228089799875, -0.03767550142691818, -0.0014196923810114598, -0.01624525879515281, -0.002482009684574663, 0.0014210818787974019, 0.008991229269028176, -0.0021293809439529464, -0.007782163828610507, -0.005769860412205618, 0.0024870380871920687, -0.002355386334457717
 aspect=7.061233348868113
 mean iota=-0.3063284903565516

fun#285 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=8.8e-07, J_CURVATURE=1.3e-11, J_MSC=3.2e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=3.5e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.7, 10.0], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020143015316702526, -0.032478160345167775, 0.005556658802266852, 0.0037584987994854608, -0.0032944106881493034, -0.06977250902790487, 0.12840877919132326, 0.014468241251193338, -0.0013761201768729258, 0.0007858154070399261, -0.004549818314406924, -0.0026721929912774246, 0.020274601493975104, -0.02271221398460362, -0.01255614668505179, -0.005285576793652909, -0.0034446501670754724, 0.0009196968329603525, 0.0007796407746112492, 0.001171419799354481, -0.0006437057163016776, 0.00154025764320137, 0.0019329766673730805, 0.0006015898956013095, 0.36049196788489973, -0.031156968879008554, -0.002838887616251761, -0.002680862836298882, -0.018335583434450933, 0.059601879213652995, 0.16425037411306712, -0.029405728533638233, 0.0013695192230532378, -0.00806244393582705, 0.0009056546668008112, 0.0016351735989035734, 0.003936882136915004, -0.037686150867583694, -0.0014016617394329181, -0.016236351005568597, -0.002479511818001113, 0.0014119781385867384, 0.00897979637374044, -0.0021316468776283273, -0.007782622745800533, -0.005765966852971076, 0.0024932803527688437, -0.0023467385020450805
 aspect=7.061345164323732
 mean iota=-0.30635259101137646

fun#286 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=8.9e-07, J_CURVATURE=9.9e-09, J_MSC=4.3e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=3.7e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.6, 10.4], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020112393487342627, -0.03247255730777017, 0.005586133230201463, 0.0037502699068503974, -0.0032677814281130094, -0.0697725548135953, 0.12841382524090897, 0.014467343320005445, -0.001346866759763594, 0.0008047004737671776, -0.004534489881768298, -0.0026665706507643418, 0.020276049184063432, -0.022722806210442252, -0.012533559950463631, -0.0052973080859598475, -0.003441270879439192, 0.0009204416964048819, 0.0007660183765937301, 0.0011834581815409482, -0.0006701104309492857, 0.0015466312386809523, 0.0019223076854122955, 0.0006066706612058324, 0.3604050364180804, -0.031174151634141806, -0.0028044552430696564, -0.0026871534153880506, -0.01834828610286343, 0.059615349895448796, 0.1642689982659792, -0.029423914966177474, 0.001325567017982649, -0.008049950215148623, 0.0008838530822637975, 0.0016202820559534086, 0.003941541754840095, -0.03769702204853035, -0.0013814386134880095, -0.016224071274491287, -0.002471261215634063, 0.0013766697963895284, 0.008942731715128249, -0.00212508141522433, -0.0077921167482380175, -0.005743481314604548, 0.002468302224554794, -0.002322054963828779
 aspect=7.0608383332946945
 mean iota=-0.3062060983596276

fun#287 - J=1.9e-01, Jf=3.2e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.2e-05, J_length=1.4e-06, J_CC=8.9e-07, J_CURVATURE=1.7e-09, J_MSC=3.8e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=3.9e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.7, 10.2], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.02000809906915406, -0.03247954337064592, 0.005618028554042667, 0.0037334479537313335, -0.003258681205727615, -0.06974633425036969, 0.12842793280848852, 0.014480627879111386, -0.0013454791466462627, 0.0008163713813347312, -0.004523963275274324, -0.002652955979386827, 0.020273651819098206, -0.022723631121781385, -0.012533555782635321, -0.005295380594569814, -0.003447298616042819, 0.0009217777432364869, 0.0007545348722720859, 0.0011980664483437395, -0.0006848512469634216, 0.0015518586147511436, 0.0019220241933381396, 0.0006045478900814871, 0.36040286501868685, -0.03119614678278646, -0.0027853430160388677, -0.002666879919485097, -0.018324115179424873, 0.05960428934570847, 0.16426165149728722, -0.029450763846134834, 0.0012960124617113324, -0.008075598490931498, 0.0008728832251428667, 0.0015912074951953826, 0.003947672695388103, -0.037716095955222316, -0.0013548270904155206, -0.01622447452321193, -0.002475573544042673, 0.001370347219693991, 0.008940751325852883, -0.002124210963298068, -0.007775619985059627, -0.005736733587054197, 0.0024665091191222333, -0.0023353559781796283
 aspect=7.060289435834458
 mean iota=-0.3058564368135486

fun#288 - J=1.9e-01, Jf=3.1e-05, ⟨B·n⟩=3.4e-04, , C-C-Sep=0.10
Jf=3.1e-05, J_length=1.4e-06, J_CC=9.3e-07, J_CURVATURE=1.4e-08, J_MSC=2.6e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=4.4e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.8, 10.5], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020067227064390288, -0.032499624943204686, 0.005625351909995547, 0.003753301631875871, -0.0032656623823257495, -0.06972976194614085, 0.128419697333445, 0.014464546303555557, -0.0013614723597046524, 0.0008155352550216975, -0.0045294608673311886, -0.0026420255437931742, 0.020252563554664073, -0.02275308390570002, -0.01248686145787329, -0.0052950281974955445, -0.0034543605682873513, 0.0009263438835815821, 0.0007380306317908127, 0.0012164855430553732, -0.0006806176218465033, 0.0015545445837813023, 0.0019074715129802926, 0.000604422894197038, 0.3602883462854498, -0.031190427606877423, -0.0028003288830375688, -0.0026657317053138483, -0.018340951288461558, 0.05961278296876029, 0.16430221683835938, -0.029459165233466266, 0.0012908190330785264, -0.008082443458608568, 0.00087307429369678, 0.001579936886983005, 0.003958747628527893, -0.037751622830976786, -0.0013119288507567983, -0.016233419788319887, -0.002479637127154233, 0.001369204080042408, 0.008949070383391149, -0.002115506126603365, -0.0077466263904622966, -0.005735509281314388, 0.0024589709061007916, -0.002342697240208187
 aspect=7.0587941276436235
 mean iota=-0.30573314689052583

fun#289 - J=1.9e-01, Jf=3.1e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.10
Jf=3.1e-05, J_length=1.4e-06, J_CC=9.2e-07, J_CURVATURE=0.0e+00, J_MSC=3.5e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=5.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.8, 9.9], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.02004453144316342, -0.0325198557571334, 0.005658202049566402, 0.0037952191558919073, -0.0033072200265549492, -0.06978607711681223, 0.12844624091491064, 0.014505927564809949, -0.001379492250662778, 0.0008105891706928824, -0.004547802152252857, -0.0026508125584476503, 0.020295292307798283, -0.022756776880383894, -0.012478608139170799, -0.00530049906062009, -0.003453999339234222, 0.000939607399336766, 0.0007222443948842971, 0.0012170653291114048, -0.0006793325651595557, 0.0015507387151870637, 0.0018897691497187805, 0.0006119876944452053, 0.36013389754952274, -0.031175793589598776, -0.0028705011341087256, -0.0026936825750297766, -0.018359475824690375, 0.05962833559074615, 0.16436939392116934, -0.029424014687533827, 0.001307609882569243, -0.008085859326716007, 0.0008910090332192128, 0.0015591405013855883, 0.003976430724038172, -0.03778887934343652, -0.0012882744996540888, -0.01626024768974206, -0.002439236416741726, 0.0013749609209587376, 0.00896529095342152, -0.0021590805521770526, -0.00779616482883713, -0.0057204661511392986, 0.0024409245807612825, -0.0023338577598260553
 aspect=7.056508909652898
 mean iota=-0.3056790277010838

fun#290 - J=1.9e-01, Jf=3.1e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.10
Jf=3.1e-05, J_length=1.4e-06, J_CC=8.9e-07, J_CURVATURE=5.0e-10, J_MSC=3.1e-07, J_ALS=6.2e-07, J_LENGTH_PENALTY=5.4e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.8, 10.1], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.020117069143863756, -0.032500153373366425, 0.005668457250068959, 0.003793960525503344, -0.0033241083127642673, -0.0697897390608824, 0.12844172044483743, 0.014533983679530953, -0.0013525712379620365, 0.0008143243708497705, -0.004547871679008222, -0.0026490924959683146, 0.020308065175710537, -0.02276849113757896, -0.01246287591465691, -0.005315727909477874, -0.0034565233072990256, 0.0009503025899268717, 0.0007149708036723561, 0.001225053614257407, -0.0006963458476016721, 0.001555633940932336, 0.0018799071204389098, 0.0006180514379006842, 0.36000070708683635, -0.03113652779787785, -0.0028974105065884288, -0.00270751040724041, -0.018350728018983728, 0.05962008743720864, 0.16438232796428992, -0.02940161127147626, 0.0012965130331812804, -0.008095007945260382, 0.0008732321661874253, 0.0015385084144522662, 0.003983305283586409, -0.03781041001624556, -0.001271385280997105, -0.016248838203017788, -0.0024172006288383815, 0.0013684706832530183, 0.008949140362231245, -0.0021774204081101826, -0.007815018507804592, -0.005700842902936905, 0.0024264940581982374, -0.002327620256975852
 aspect=7.055699660801624
 mean iota=-0.30545116490639085

fun#291 - J=1.9e-01, Jf=3.1e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.11
Jf=3.1e-05, J_length=1.4e-06, J_CC=7.8e-07, J_CURVATURE=0.0e+00, J_MSC=3.1e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=5.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.7, 9.8], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.02012214649725984, -0.03249420752455724, 0.005640271267121689, 0.0038056499697461414, -0.0032934216425152406, -0.06977935003622318, 0.12844217843965955, 0.014514049938866678, -0.0013083283311404353, 0.0007908774862816581, -0.0045586495395746095, -0.0026382482159770407, 0.020297576665128325, -0.022761033085016483, -0.012449281890448687, -0.005340999590308608, -0.0034442342785207447, 0.0009646140788160452, 0.000711829302343755, 0.001219274109452276, -0.0006992493396790908, 0.0015542547662231773, 0.001881721515803479, 0.0006151830329282133, 0.3598925735273138, -0.031025366859990695, -0.0029665556001735255, -0.002658438194039462, -0.018382891668897307, 0.0596256358899449, 0.1643607367465508, -0.029385847218928254, 0.0012858105530377363, -0.008124451090191439, 0.0008555286156752612, 0.0015222981999849436, 0.0039727246351963065, -0.03779195046691137, -0.001300945554814887, -0.01623722775692875, -0.0024062259146282374, 0.0013902824920468948, 0.008930383207683827, -0.0021954329649155014, -0.007812324665324169, -0.005670709019906692, 0.002412433404271782, -0.002312175586453306
 aspect=7.055995390756883
 mean iota=-0.3054357727264364

fun#292 - J=1.8e-01, Jf=3.1e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.11
Jf=3.1e-05, J_length=1.4e-06, J_CC=7.6e-07, J_CURVATURE=0.0e+00, J_MSC=3.8e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=5.3e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.6, 9.9], mean squared curvature=[10.1, 10.1, 10.0]
 surface dofs=0.020017062213312613, -0.032432121519353596, 0.005647208355186386, 0.0037701397910444453, -0.00327071782663516, -0.06977260465668894, 0.12841004690077512, 0.014559336969297726, -0.001283982818948475, 0.0007804727916021987, -0.004542574273340505, -0.0026181671295011522, 0.02027570906193037, -0.022759725469390278, -0.012426327896694152, -0.005355830902436546, -0.0034351176760792756, 0.0009562032547951676, 0.000706098266940674, 0.001220951661969148, -0.0007034781962529369, 0.0015504558109324506, 0.0018791641020654308, 0.0006129243291804855, 0.35957249152780585, -0.03100888004202818, -0.0029618540757301347, -0.002627080175012619, -0.018428558701163028, 0.05961554708780561, 0.1643261789934733, -0.029360995687806573, 0.0012654020884336453, -0.008118737033796489, 0.0008049103298023054, 0.0014927538817671887, 0.003987142110141581, -0.037815187868568606, -0.0012854508121461492, -0.016234407313744075, -0.002377397736892037, 0.0013872112739496372, 0.008912324405391841, -0.002221487460869363, -0.007816802797881129, -0.005627393171975537, 0.0024112627164261415, -0.0022950736528597683
 aspect=7.05737294139679
 mean iota=-0.305246656852748

fun#293 - J=1.8e-01, Jf=3.0e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.10
Jf=3.0e-05, J_length=1.4e-06, J_CC=8.2e-07, J_CURVATURE=0.0e+00, J_MSC=3.3e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=6.1e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.6, 9.8], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.019900498919668313, -0.032350109964418124, 0.005653903649593572, 0.003751228331606222, -0.0032307901237167255, -0.0697891189727586, 0.1284364878313596, 0.014558577946124585, -0.001270247938137571, 0.0007788161841350256, -0.004557317426467693, -0.002581497086203713, 0.020237035901984217, -0.02271029346933368, -0.012394731594934465, -0.005361275909396538, -0.003436126653131536, 0.0009677535129978143, 0.0006539576399641935, 0.0012731204065173486, -0.0007452257935225129, 0.001536348248487071, 0.0018798738358150725, 0.0005951881315966092, 0.35953867809660084, -0.031019051313724934, -0.0029670342584374454, -0.002705121398283452, -0.01843549339612303, 0.059702821701646897, 0.16440060618947705, -0.029308196018964245, 0.0012122729317809407, -0.008147171516859257, 0.0007898902656334169, 0.0014578917958510383, 0.004011411544530475, -0.037855775525219695, -0.0012580496247724163, -0.01624536185769042, -0.0023699431867334254, 0.0013890755466167597, 0.008863078681528911, -0.0022587954298717854, -0.007848221572519604, -0.0055682653116100305, 0.002424644079041371, -0.002307861877194865
 aspect=7.056618525405597
 mean iota=-0.30514989883744464

fun#294 - J=1.8e-01, Jf=3.0e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.10
Jf=3.0e-05, J_length=1.4e-06, J_CC=8.1e-07, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=6.3e-07, J_LENGTH_PENALTY=6.1e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.7, 7.7, 9.7], mean squared curvature=[10.0, 10.1, 10.0]
 surface dofs=0.019932195372515723, -0.03233195979632394, 0.005667522155442367, 0.0037358392675505255, -0.0032287235784091844, -0.06976703491068452, 0.12844451890231878, 0.014580232074101725, -0.001267390668589988, 0.0007783830504293029, -0.004556722731755506, -0.0025839356937851013, 0.020252104729978907, -0.022695396948745394, -0.012402744542976206, -0.005359245809932277, -0.003442528200842281, 0.0009726901945426096, 0.0006524579089502032, 0.0012683061677315408, -0.0007463673081725401, 0.0015363112696643861, 0.0018719328685927368, 0.0005999384673175047, 0.3593708920050455, -0.03098006508726845, -0.002957159116786924, -0.0027116553873738334, -0.018429546612033384, 0.05968035910567661, 0.16439382120769913, -0.029298151140504106, 0.001186265853192408, -0.008153742365076915, 0.0007882838341792622, 0.0014498994086188936, 0.004019167962214718, -0.037859807442431746, -0.001253376513681721, -0.01623850039400828, -0.0023664160764525215, 0.0013979991807293814, 0.008850266485507814, -0.0022898754545923063, -0.007861265862994895, -0.005551692202998194, 0.002418345808463595, -0.0022940463620110653
 aspect=7.0562022454850135
 mean iota=-0.304966964030472

fun#295 - J=1.8e-01, Jf=3.0e-05, ⟨B·n⟩=3.3e-04, , C-C-Sep=0.10
Jf=3.0e-05, J_length=1.4e-06, J_CC=8.6e-07, J_CURVATURE=0.0e+00, J_MSC=4.3e-07, J_ALS=6.4e-07, J_LENGTH_PENALTY=5.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[8.6, 7.7, 9.6], mean squared curvature=[10.0, 10.0, 10.1]
 surface dofs=0.019960506706187434, -0.032343702363558456, 0.00568177412810835, 0.0037331451302108944, -0.003224416082170676, -0.06973533111322486, 0.12846663613395898, 0.014625042243540262, -0.0012861791540786439, 0.0007689372330616112, -0.004572718533374724, -0.002582004254083974, 0.02025034520311765, -0.02267151072488857, -0.01242537717114385, -0.005336430174319661, -0.003444741883044687, 0.0009774232119972588, 0.0006636633368267316, 0.0012625592170156046, -0.000749716240892147, 0.001528630980951599, 0.001877847864740301, 0.0005939338391143529, 0.35933024912983413, -0.030976896681384192, -0.002943277141721349, -0.002706957627518842, -0.018400461530063826, 0.05964749063937739, 0.16440128879629587, -0.029301806410875864, 0.0011461803575090453, -0.008188565027431033, 0.0008133022024688381, 0.0014490307011521286, 0.004011531588698252, -0.037888370334670296, -0.0012335665370558056, -0.016217766403892466, -0.002383116854578877, 0.0014126795849217302, 0.008829754507523862, -0.0023047824362828206, -0.007922995982073928, -0.005519267517513562, 0.0024212045108996214, -0.00228893519537251
